Paper_id,Duration,Year_result,Loc_multi_results,Review_id,Group_RV,Response_var,Response_var_units,Stat_test,Stat_type,Trt_id1,Trt1_interaction,Trt1_interaction2,Trt_id1value,Trt_id2,Trt2_interaction,Trt2_interaction2,Trt_id2value,Sig_level,Effect,Effect_norm,Group_finelevel,Trt_id1name,Trt_id1description,Trt_id2name,Trt_id2description,Reviewers_results_short,Reviewers_results_long,Authors_comments
120,2008-2,2,3,Nutrient,Crop Production,maize grain yield,Mg/kg,LSD,mean,0,2,,15.88,1,2,,15.91,ns,0,0,broad_band,"broadcast, UAN + Nitamin-Nfusion",broadcasted fertilizer (UAN mixed with Nitamin-Nfusion),"banded, UAN + Nitamin-Nfusion",banned fertilizer (UAN mixed with Nitamin-Nfusion),no differences in cash crop yields when fertilizers were banded compared to broadcasted.,"At each of the three sites included in this study, cash crop yields increased when fertilizers were banded compared to broadcasted, but these increases were not statistically significant.",
120,2008-2,2,3,Nutrient,Crop Production,maize grain yield,Mg/kg,LSD,mean,0,3,,15.31,1,3,,15.37,ns,0,0,broad_band,"broadcast, UAN",broadcasted fertilizer (UAN),"banded, UAN",banned fertilizer (UAN),no differences in cash crop yields when fertilizers were banded compared to broadcasted.,"At each of the three sites included in this study, cash crop yields increased when fertilizers were banded compared to broadcasted, but these increases were not statistically significant.",
120,2008-2,1,1,Nutrient,Crop Production,maize grain nitrogen uptake,kg/ha,LSD,mean,0,2,,206,1,2,,217,0.001,1,1,broad_band,"broadcast, UAN + Nitamin-Nfusion",broadcasted fertilizer (UAN mixed with Nitamin-Nfusion),"banded, UAN + Nitamin-Nfusion",banned fertilizer (UAN mixed with Nitamin-Nfusion),grain nitrogen uptake was relatively unchanged when fertilizers were broadcasted compared to banded.,"There was no difference in grain nitrogen uptake when fertilizers were banded compared to broadcasted at two of the three sites included in this study. Grain nitrogen uptake did, however, increase when UAN was banded compared to broadcasted at the Concord, NE site, but there was no affect of banding a mixture of UAN and Nitamin-Nfusion compared to broadcasting the same fertilizer.",
120,2008-2,1,1,Nutrient,Crop Production,maize grain nitrogen uptake,kg/ha,LSD,mean,0,3,,204,1,3,,211,ns,0,0,broad_band,"broadcast, UAN",broadcasted fertilizer (UAN),"banded, UAN",banned fertilizer (UAN),grain nitrogen uptake was relatively unchanged when fertilizers were broadcasted compared to banded.,"There was no difference in grain nitrogen uptake when fertilizers were banded compared to broadcasted at two of the three sites included in this study. Grain nitrogen uptake did, however, increase when UAN was banded compared to broadcasted at the Concord, NE site, but there was no affect of banding a mixture of UAN and Nitamin-Nfusion compared to broadcasting the same fertilizer.",
120,2008-2,2,2,Nutrient,Crop Production,maize grain nitrogen uptake,kg/ha,LSD,mean,0,2,,176,1,2,,175,ns,0,0,broad_band,"broadcast, UAN + Nitamin-Nfusion",broadcasted fertilizer (UAN mixed with Nitamin-Nfusion),"banded, UAN + Nitamin-Nfusion",banned fertilizer (UAN mixed with Nitamin-Nfusion),grain nitrogen uptake was relatively unchanged when fertilizers were broadcasted compared to banded.,"There was no difference in grain nitrogen uptake when fertilizers were banded compared to broadcasted at two of the three sites included in this study. Grain nitrogen uptake did, however, increase when UAN was banded compared to broadcasted at the Concord, NE site, but there was no affect of banding a mixture of UAN and Nitamin-Nfusion compared to broadcasting the same fertilizer.",
120,2008-2,2,2,Nutrient,Crop Production,maize grain nitrogen uptake,kg/ha,LSD,mean,0,3,,182,1,3,,174,ns,0,0,broad_band,"broadcast, UAN",broadcasted fertilizer (UAN),"banded, UAN",banned fertilizer (UAN),grain nitrogen uptake was relatively unchanged when fertilizers were broadcasted compared to banded.,"There was no difference in grain nitrogen uptake when fertilizers were banded compared to broadcasted at two of the three sites included in this study. Grain nitrogen uptake did, however, increase when UAN was banded compared to broadcasted at the Concord, NE site, but there was no affect of banding a mixture of UAN and Nitamin-Nfusion compared to broadcasting the same fertilizer.",
120,2008-2,2,3,Nutrient,Crop Production,maize grain nitrogen uptake,kg/ha,LSD,mean,0,2,,192,1,2,,198,ns,0,0,broad_band,"broadcast, UAN + Nitamin-Nfusion",broadcasted fertilizer (UAN mixed with Nitamin-Nfusion),"banded, UAN + Nitamin-Nfusion",banned fertilizer (UAN mixed with Nitamin-Nfusion),grain nitrogen uptake was relatively unchanged when fertilizers were broadcasted compared to banded.,"There was no difference in grain nitrogen uptake when fertilizers were banded compared to broadcasted at two of the three sites included in this study. Grain nitrogen uptake did, however, increase when UAN was banded compared to broadcasted at the Concord, NE site, but there was no affect of banding a mixture of UAN and Nitamin-Nfusion compared to broadcasting the same fertilizer.",
120,2008-2,2,3,Nutrient,Crop Production,maize grain nitrogen uptake,kg/ha,LSD,mean,0,3,,192,1,3,,197,ns,0,0,broad_band,"broadcast, UAN",broadcasted fertilizer (UAN),"banded, UAN",banned fertilizer (UAN),grain nitrogen uptake was relatively unchanged when fertilizers were broadcasted compared to banded.,"There was no difference in grain nitrogen uptake when fertilizers were banded compared to broadcasted at two of the three sites included in this study. Grain nitrogen uptake did, however, increase when UAN was banded compared to broadcasted at the Concord, NE site, but there was no affect of banding a mixture of UAN and Nitamin-Nfusion compared to broadcasting the same fertilizer.",
120,2008-2,2,"2,3",Nutrient,Soil,soil nitrate (0-1.2 m depth),kg/ha,LSD,mean,0,2,,32,1,2,,53,<0.0001,1,1,broad_band,"broadcast, UAN + Nitamin-Nfusion",broadcasted fertilizer (UAN mixed with Nitamin-Nfusion),"banded, UAN + Nitamin-Nfusion",banned fertilizer (UAN mixed with Nitamin-Nfusion),soil nitrate concentrations increased when fertilizers were banded compared to broadcasted.,Soil nitrate was measured at two of the three sites included in this study. Soil nitrate levels at 0-1.2 m depth significantly increased  when fertilizers were banded compared to broadcasted. ,
120,2008-2,2,"2,3",Nutrient,Soil,soil nitrate (0-1.2 m depth),kg/ha,LSD,mean,0,3,,31,1,3,,52,<0.0001,1,1,broad_band,"broadcast, UAN",broadcasted fertilizer (UAN),"banded, UAN",banned fertilizer (UAN),soil nitrate concentrations increased when fertilizers were banded compared to broadcasted.,Soil nitrate was measured at two of the three sites included in this study. Soil nitrate levels at 0-1.2 m depth significantly increased  when fertilizers were banded compared to broadcasted. ,
121,2012-2,1,1,Nutrient,Crop Production,crop yield (maize grain),bu/ac,,mean,0,,,104,1,,,96,ns,0,,uniform_variable,spring with variable rate,spring applied fertilizer with variable rate at V10,variable rate split application strategy,variable rate split application strategy,variable rate nitrogen application had no effect on maize yields compared to spring applied nitrogen.,There were generally no maize yield differences between spring appplied nitrogen and the Variable Rate Nitrogen (Split application) and Variable Rate Nitrogen (Rescue Application) strategies.,"There were no corn yield differences between spring-N and the VRNS and VRNR strategies in either rotation. Generally, corn yields were low in the 2012 and 2013 years, with corn production in CC especially challenging in the adverse dry growing conditions (yield gap between crop rotation was approximately 4,390 kg ha–1 [70 bu ac–1])."
121,2012-2,1,1,Nutrient,Crop Production,crop yield (maize grain),bu/ac,,mean,0,,,104,2,,,99,ns,0,,uniform_variable,spring with variable rate,spring applied fertilizer with variable rate at V10,variable rate rescue application strategy,variable rate rescue application strategy,variable rate nitrogen application had no effect on maize yields compared to spring applied nitrogen.,There were generally no maize yield differences between spring appplied nitrogen and the Variable Rate Nitrogen (Split application) and Variable Rate Nitrogen (Rescue Application) strategies.,
121,2012-2,1,1,Nutrient,Crop Production,crop yield (maize grain),bu/ac,,mean,1,,,96,2,,,99,ns,0,,variable_variable,variable rate split application strategy,variable rate split application strategy,variable rate rescue application strategy,variable rate rescue application strategy,variable rate nitrogen application had no effect on maize yields compared to spring applied nitrogen.,There were generally no maize yield differences between spring appplied nitrogen and the Variable Rate Nitrogen (Split application) and Variable Rate Nitrogen (Rescue Application) strategies.,
121,2012-2,1,2,Nutrient,Crop Production,crop yield (maize grain),bu/ac,,mean,0,,,141,1,,,143,ns,0,,uniform_variable,spring with variable rate,spring applied fertilizer with variable rate at V10,variable rate split application strategy,variable rate split application strategy,variable rate nitrogen application had no effect on maize yields compared to spring applied nitrogen.,There were generally no maize yield differences between spring appplied nitrogen and the Variable Rate Nitrogen (Split application) and Variable Rate Nitrogen (Rescue Application) strategies.,
121,2012-2,1,2,Nutrient,Crop Production,crop yield (maize grain),bu/ac,,mean,0,,,141,2,,,144,ns,0,,uniform_variable,spring with variable rate,spring applied fertilizer with variable rate at V10,variable rate rescue application strategy,variable rate rescue application strategy,variable rate nitrogen application had no effect on maize yields compared to spring applied nitrogen.,There were generally no maize yield differences between spring appplied nitrogen and the Variable Rate Nitrogen (Split application) and Variable Rate Nitrogen (Rescue Application) strategies.,
121,2012-2,1,2,Nutrient,Crop Production,crop yield (maize grain),bu/ac,,mean,1,,,143,2,,,144,ns,0,,variable_variable,variable rate split application strategy,variable rate split application strategy,variable rate rescue application strategy,variable rate rescue application strategy,variable rate nitrogen application had no effect on maize yields compared to spring applied nitrogen.,There were generally no maize yield differences between spring appplied nitrogen and the Variable Rate Nitrogen (Split application) and Variable Rate Nitrogen (Rescue Application) strategies.,
121,2012-2,1,3,Nutrient,Crop Production,crop yield (maize grain),bu/ac,,mean,0,,,159,1,,,177,ns,0,,uniform_variable,spring with variable rate,spring applied fertilizer with variable rate at V10,variable rate split application strategy,variable rate split application strategy,variable rate nitrogen application had no effect on maize yields compared to spring applied nitrogen.,There were generally no maize yield differences between spring appplied nitrogen and the Variable Rate Nitrogen (Split application) and Variable Rate Nitrogen (Rescue Application) strategies.,
121,2012-2,1,3,Nutrient,Crop Production,crop yield (maize grain),bu/ac,,mean,0,,,159,2,,,171,ns,0,,uniform_variable,spring with variable rate,spring applied fertilizer with variable rate at V10,variable rate rescue application strategy,variable rate rescue application strategy,variable rate nitrogen application had no effect on maize yields compared to spring applied nitrogen.,There were generally no maize yield differences between spring appplied nitrogen and the Variable Rate Nitrogen (Split application) and Variable Rate Nitrogen (Rescue Application) strategies.,
121,2012-2,1,3,Nutrient,Crop Production,crop yield (maize grain),bu/ac,,mean,1,,,177,2,,,171,ns,0,,variable_variable,variable rate split application strategy,variable rate split application strategy,variable rate rescue application strategy,variable rate rescue application strategy,variable rate nitrogen application had no effect on maize yields compared to spring applied nitrogen.,There were generally no maize yield differences between spring appplied nitrogen and the Variable Rate Nitrogen (Split application) and Variable Rate Nitrogen (Rescue Application) strategies.,
121,2012-2,1,4,Nutrient,Crop Production,crop yield (maize grain),bu/ac,,mean,0,,,149,1,,,160,ns,0,,uniform_variable,spring with variable rate,spring applied fertilizer with variable rate at V10,variable rate split application strategy,variable rate split application strategy,variable rate nitrogen application had no effect on maize yields compared to spring applied nitrogen.,There were generally no maize yield differences between spring appplied nitrogen and the Variable Rate Nitrogen (Split application) and Variable Rate Nitrogen (Rescue Application) strategies.,
121,2012-2,1,4,Nutrient,Crop Production,crop yield (maize grain),bu/ac,,mean,0,,,149,2,,,171,ns,0,,uniform_variable,spring with variable rate,spring applied fertilizer with variable rate at V10,variable rate rescue application strategy,variable rate rescue application strategy,variable rate nitrogen application had no effect on maize yields compared to spring applied nitrogen.,There were generally no maize yield differences between spring appplied nitrogen and the Variable Rate Nitrogen (Split application) and Variable Rate Nitrogen (Rescue Application) strategies.,
121,2012-2,1,4,Nutrient,Crop Production,crop yield (maize grain),bu/ac,,mean,1,,,160,2,,,171,ns,0,,variable_variable,variable rate split application strategy,variable rate split application strategy,variable rate rescue application strategy,variable rate rescue application strategy,variable rate nitrogen application had no effect on maize yields compared to spring applied nitrogen.,There were generally no maize yield differences between spring appplied nitrogen and the Variable Rate Nitrogen (Split application) and Variable Rate Nitrogen (Rescue Application) strategies.,
121,2012-2,1,5,Nutrient,Crop Production,crop yield (maize grain),bu/ac,,mean,0,,,113,1,,,105,ns,0,,uniform_variable,spring with variable rate,spring applied fertilizer with variable rate at V10,variable rate split application strategy,variable rate split application strategy,variable rate nitrogen application had no effect on maize yields compared to spring applied nitrogen.,There were generally no maize yield differences between spring appplied nitrogen and the Variable Rate Nitrogen (Split application) and Variable Rate Nitrogen (Rescue Application) strategies.,
121,2012-2,1,5,Nutrient,Crop Production,crop yield (maize grain),bu/ac,,mean,0,,,105,2,,,113,ns,0,,uniform_variable,spring with variable rate,spring applied fertilizer with variable rate at V10,variable rate rescue application strategy,variable rate rescue application strategy,variable rate nitrogen application had no effect on maize yields compared to spring applied nitrogen.,There were generally no maize yield differences between spring appplied nitrogen and the Variable Rate Nitrogen (Split application) and Variable Rate Nitrogen (Rescue Application) strategies.,
121,2012-2,1,5,Nutrient,Crop Production,crop yield (maize grain),bu/ac,,mean,1,,,113,2,,,113,ns,0,,variable_variable,variable rate split application strategy,variable rate split application strategy,variable rate rescue application strategy,variable rate rescue application strategy,variable rate nitrogen application had no effect on maize yields compared to spring applied nitrogen.,There were generally no maize yield differences between spring appplied nitrogen and the Variable Rate Nitrogen (Split application) and Variable Rate Nitrogen (Rescue Application) strategies.,
121,2012-2,1,6,Nutrient,Crop Production,crop yield (maize grain),bu/ac,,mean,0,,,72,1,,,96,ns,0,,uniform_variable,spring with variable rate,spring applied fertilizer with variable rate at V10,variable rate split application strategy,variable rate split application strategy,variable rate nitrogen application had no effect on maize yields compared to spring applied nitrogen.,There were generally no maize yield differences between spring appplied nitrogen and the Variable Rate Nitrogen (Split application) and Variable Rate Nitrogen (Rescue Application) strategies.,
121,2012-2,1,6,Nutrient,Crop Production,crop yield (maize grain),bu/ac,,mean,0,,,72,2,,,85,ns,0,,uniform_variable,spring with variable rate,spring applied fertilizer with variable rate at V10,variable rate rescue application strategy,variable rate rescue application strategy,variable rate nitrogen application had no effect on maize yields compared to spring applied nitrogen.,There were generally no maize yield differences between spring appplied nitrogen and the Variable Rate Nitrogen (Split application) and Variable Rate Nitrogen (Rescue Application) strategies.,
121,2012-2,1,6,Nutrient,Crop Production,crop yield (maize grain),bu/ac,,mean,1,,,96,2,,,85,ns,0,,variable_variable,variable rate split application strategy,variable rate split application strategy,variable rate rescue application strategy,variable rate rescue application strategy,variable rate nitrogen application had no effect on maize yields compared to spring applied nitrogen.,There were generally no maize yield differences between spring appplied nitrogen and the Variable Rate Nitrogen (Split application) and Variable Rate Nitrogen (Rescue Application) strategies.,
121,2012-2,2,1,Nutrient,Crop Production,crop yield (maize grain),bu/ac,,mean,0,,,182,1,,,166,ns,0,,uniform_variable,spring with variable rate,spring applied fertilizer with variable rate at V10,variable rate split application strategy,variable rate split application strategy,variable rate nitrogen application had no effect on maize yields compared to spring applied nitrogen.,There were generally no maize yield differences between spring appplied nitrogen and the Variable Rate Nitrogen (Split application) and Variable Rate Nitrogen (Rescue Application) strategies.,
121,2012-2,2,1,Nutrient,Crop Production,crop yield (maize grain),bu/ac,,mean,0,,,182,2,,,172,ns,0,,uniform_variable,spring with variable rate,spring applied fertilizer with variable rate at V10,variable rate rescue application strategy,variable rate rescue application strategy,variable rate nitrogen application had no effect on maize yields compared to spring applied nitrogen.,There were generally no maize yield differences between spring appplied nitrogen and the Variable Rate Nitrogen (Split application) and Variable Rate Nitrogen (Rescue Application) strategies.,
121,2012-2,2,1,Nutrient,Crop Production,crop yield (maize grain),bu/ac,,mean,1,,,166,2,,,172,ns,0,,variable_variable,variable rate split application strategy,variable rate split application strategy,variable rate rescue application strategy,variable rate rescue application strategy,variable rate nitrogen application had no effect on maize yields compared to spring applied nitrogen.,There were generally no maize yield differences between spring appplied nitrogen and the Variable Rate Nitrogen (Split application) and Variable Rate Nitrogen (Rescue Application) strategies.,
121,2012-2,2,1,Nutrient,Crop Production,crop yield (maize grain),bu/ac,,mean,0,,,88,1,,,83,ns,0,,uniform_variable,spring with variable rate,spring applied fertilizer with variable rate at V10,variable rate split application strategy,variable rate split application strategy,variable rate nitrogen application had no effect on maize yields compared to spring applied nitrogen.,There were generally no maize yield differences between spring appplied nitrogen and the Variable Rate Nitrogen (Split application) and Variable Rate Nitrogen (Rescue Application) strategies.,
121,2012-2,2,1,Nutrient,Crop Production,crop yield (maize grain),bu/ac,,mean,0,,,88,2,,,88,ns,0,,uniform_variable,spring with variable rate,spring applied fertilizer with variable rate at V10,variable rate rescue application strategy,variable rate rescue application strategy,variable rate nitrogen application had no effect on maize yields compared to spring applied nitrogen.,There were generally no maize yield differences between spring appplied nitrogen and the Variable Rate Nitrogen (Split application) and Variable Rate Nitrogen (Rescue Application) strategies.,
121,2012-2,2,1,Nutrient,Crop Production,crop yield (maize grain),bu/ac,,mean,1,,,83,2,,,88,ns,0,,variable_variable,variable rate split application strategy,variable rate split application strategy,variable rate rescue application strategy,variable rate rescue application strategy,variable rate nitrogen application had no effect on maize yields compared to spring applied nitrogen.,There were generally no maize yield differences between spring appplied nitrogen and the Variable Rate Nitrogen (Split application) and Variable Rate Nitrogen (Rescue Application) strategies.,
121,2012-2,2,2,Nutrient,Crop Production,crop yield (maize grain),bu/ac,,mean,0,,,197,1,,,187,ns,0,,uniform_variable,spring with variable rate,spring applied fertilizer with variable rate at V10,variable rate split application strategy,variable rate split application strategy,variable rate nitrogen application had no effect on maize yields compared to spring applied nitrogen.,There were generally no maize yield differences between spring appplied nitrogen and the Variable Rate Nitrogen (Split application) and Variable Rate Nitrogen (Rescue Application) strategies.,
121,2012-2,2,2,Nutrient,Crop Production,crop yield (maize grain),bu/ac,,mean,0,,,197,2,,,196,ns,0,,uniform_variable,spring with variable rate,spring applied fertilizer with variable rate at V10,variable rate rescue application strategy,variable rate rescue application strategy,variable rate nitrogen application had no effect on maize yields compared to spring applied nitrogen.,There were generally no maize yield differences between spring appplied nitrogen and the Variable Rate Nitrogen (Split application) and Variable Rate Nitrogen (Rescue Application) strategies.,
121,2012-2,2,2,Nutrient,Crop Production,crop yield (maize grain),bu/ac,,mean,1,,,187,2,,,196,ns,0,,variable_variable,variable rate split application strategy,variable rate split application strategy,variable rate rescue application strategy,variable rate rescue application strategy,variable rate nitrogen application had no effect on maize yields compared to spring applied nitrogen.,There were generally no maize yield differences between spring appplied nitrogen and the Variable Rate Nitrogen (Split application) and Variable Rate Nitrogen (Rescue Application) strategies.,
121,2012-2,2,3,Nutrient,Crop Production,crop yield (maize grain),bu/ac,,mean,0,,,211,1,,,224,0.005,1,,uniform_variable,spring with variable rate,spring applied fertilizer with variable rate at V10,variable rate split application strategy,variable rate split application strategy,variable rate nitrogen application had no effect on maize yields compared to spring applied nitrogen.,There were generally no maize yield differences between spring appplied nitrogen and the Variable Rate Nitrogen (Split application) and Variable Rate Nitrogen (Rescue Application) strategies.,
121,2012-2,2,3,Nutrient,Crop Production,crop yield (maize grain),bu/ac,,mean,0,,,211,2,,,236,0.005,1,,uniform_variable,spring with variable rate,spring applied fertilizer with variable rate at V10,variable rate rescue application strategy,variable rate rescue application strategy,variable rate nitrogen application had no effect on maize yields compared to spring applied nitrogen.,There were generally no maize yield differences between spring appplied nitrogen and the Variable Rate Nitrogen (Split application) and Variable Rate Nitrogen (Rescue Application) strategies.,
121,2012-2,2,3,Nutrient,Crop Production,crop yield (maize grain),bu/ac,,mean,1,,,224,2,,,236,0.005,1,,variable_variable,variable rate split application strategy,variable rate split application strategy,variable rate rescue application strategy,variable rate rescue application strategy,variable rate nitrogen application had no effect on maize yields compared to spring applied nitrogen.,There were generally no maize yield differences between spring appplied nitrogen and the Variable Rate Nitrogen (Split application) and Variable Rate Nitrogen (Rescue Application) strategies.,
121,2012-2,2,4,Nutrient,Crop Production,crop yield (maize grain),bu/ac,,mean,0,,,143,1,,,140,ns,0,,uniform_variable,spring with variable rate,spring applied fertilizer with variable rate at V10,variable rate split application strategy,variable rate split application strategy,variable rate nitrogen application had no effect on maize yields compared to spring applied nitrogen.,There were generally no maize yield differences between spring appplied nitrogen and the Variable Rate Nitrogen (Split application) and Variable Rate Nitrogen (Rescue Application) strategies.,
121,2012-2,2,4,Nutrient,Crop Production,crop yield (maize grain),bu/ac,,mean,0,,,143,2,,,132,ns,0,,uniform_variable,spring with variable rate,spring applied fertilizer with variable rate at V10,variable rate rescue application strategy,variable rate rescue application strategy,variable rate nitrogen application had no effect on maize yields compared to spring applied nitrogen.,There were generally no maize yield differences between spring appplied nitrogen and the Variable Rate Nitrogen (Split application) and Variable Rate Nitrogen (Rescue Application) strategies.,
121,2012-2,2,4,Nutrient,Crop Production,crop yield (maize grain),bu/ac,,mean,1,,,140,2,,,132,ns,0,,variable_variable,variable rate split application strategy,variable rate split application strategy,variable rate rescue application strategy,variable rate rescue application strategy,variable rate nitrogen application had no effect on maize yields compared to spring applied nitrogen.,There were generally no maize yield differences between spring appplied nitrogen and the Variable Rate Nitrogen (Split application) and Variable Rate Nitrogen (Rescue Application) strategies.,
121,2012-2,2,5,Nutrient,Crop Production,crop yield (maize grain),bu/ac,,mean,0,,,165,1,,,174,ns,0,,uniform_variable,spring with variable rate,spring applied fertilizer with variable rate at V10,variable rate split application strategy,variable rate split application strategy,variable rate nitrogen application had no effect on maize yields compared to spring applied nitrogen.,There were generally no maize yield differences between spring appplied nitrogen and the Variable Rate Nitrogen (Split application) and Variable Rate Nitrogen (Rescue Application) strategies.,
121,2012-2,2,5,Nutrient,Crop Production,crop yield (maize grain),bu/ac,,mean,0,,,165,2,,,175,ns,0,,uniform_variable,spring with variable rate,spring applied fertilizer with variable rate at V10,variable rate rescue application strategy,variable rate rescue application strategy,variable rate nitrogen application had no effect on maize yields compared to spring applied nitrogen.,There were generally no maize yield differences between spring appplied nitrogen and the Variable Rate Nitrogen (Split application) and Variable Rate Nitrogen (Rescue Application) strategies.,
121,2012-2,2,5,Nutrient,Crop Production,crop yield (maize grain),bu/ac,,mean,1,,,174,2,,,175,ns,0,,variable_variable,variable rate split application strategy,variable rate split application strategy,variable rate rescue application strategy,variable rate rescue application strategy,variable rate nitrogen application had no effect on maize yields compared to spring applied nitrogen.,There were generally no maize yield differences between spring appplied nitrogen and the Variable Rate Nitrogen (Split application) and Variable Rate Nitrogen (Rescue Application) strategies.,
