review,uid,title,journal,issue,volume,pages,date,year,authors,keywords,doi,article_no,isi_id,issn,isbn,title_lower
cc,WOS:000754883600001,Low carryover risk of corn and soybean herbicides across soil management practices and environments,WEED TECHNOLOGY,1,36,160-167,FEB,2022,"Grint, Kolby R. | Proctor, Christopher | DeWerff, Ryan | Smith, Daniel H. | Arneson, Nicholas J. | Arriaga, Francisco | Stoltenberg, David | Werle, Rodrigo",Clopyralid | mesotrione | fomesafen | imazethapyr | cereal rye (Secale cereale L | ) | corn | Zea mays L | soybean | Glycine max (L | ) Merr | Crop injury | herbicide persistence | soil conservation | soil management,10.1017/wet.2021.97,NA,0Q2VL,0890-037X,NA,low carryover risk of corn and soybean herbicides across soil management practices and environments
cc,WOS:000779105300001,"Assessing the impacts of cover crops on maize and soybean yield in the U.S. Midwestern agroecosystems (vol 273, 108264, 2021)",FIELD CROPS RESEARCH,NA,277,,MAR 1,2022,"Qin, Ziqi | Guan, Kaiyu | Zhou, Wang | Peng, Bin | Villamil, Maria B. | Jin, Zhenong | Tang, Jinyun | Grant, Robert | Gentry, Lowell | Margenot, Andrew J. | Bollero, German | Li, Ziyi",,10.1016/j.fcr.2021.108404,NA,0I0FY,0378-4290,NA,"assessing the impacts of cover crops on maize and soybean yield in the u.s. midwestern agroecosystems (vol 273, 108264, 2021)"
cc,WOS:000769298400003,"Soil health, cover crop, and fertility management: Nebraska producers' perspectives on challenges and adoption",JOURNAL OF SOIL AND WATER CONSERVATION,2,77,126-134,MAR-APR,2022,"Das, S. | Berns, K. | McDonald, M. | Ghimire, D. | Maharjan, B.",cover crops | erosion | Nebraska | soil fertility | soil health,10.2489/jSWC.2022.00058,NA,ZT6YC,0022-4561,NA,"soil health, cover crop, and fertility management: nebraska producers' perspectives on challenges and adoption"
cc,WOS:000745461200001,Scaling up conservation agriculture: An exploration of challenges and opportunities through a stakeholder engagement process,JOURNAL OF ENVIRONMENTAL QUALITY,NA,NA,,JAN 22,2022,"Reimer, A. | Doll, J. E. | Boring, T. J. | Zimnicki, T.",,10.1002/jeq2.20317,NA,YK8MW,0047-2425,NA,scaling up conservation agriculture: an exploration of challenges and opportunities through a stakeholder engagement process
cc,WOS:000787438400002,Silicon concentrations and stoichiometry in two agricultural watersheds: implications for management and downstream water quality,BIOGEOCHEMISTRY,2,159,265-282,JUN,2022,"Sethna, Lienne R. | Royer, Todd V. | Speir, Shannon L. | Trentman, Matt T. | Mahl, Ursula H. | Hagemeier, Leah P. | Tank, Jennifer L.",Silicon | Nutrient stoichiometry | Agriculture | Harmful algal blooms,10.1007/s10533-022-00927-7,NA,1M3FZ,0168-2563,NA,silicon concentrations and stoichiometry in two agricultural watersheds: implications for management and downstream water quality
cc,WOS:000835813400001,Long-term tillage management affects claypan soil properties and soybean cyst nematode,AGRONOMY JOURNAL,NA,NA,,AUG 4,2022,"Belknap, Renee Adler | Nelson, Kelly A. | Singh, Gurbir",,10.1002/agj2.21140,NA,3M9YZ,0002-1962,NA,long-term tillage management affects claypan soil properties and soybean cyst nematode
cc,WOS:000746460900001,Evaluation of the DNDCv.CAN model for simulating greenhouse gas emissions under crop rotations that include winter cover crops,SOIL RESEARCH,6,60,534-546,NA,2022,"Singh, Jasdeep | Kumar, Sandeep",biogeochemical processes | carbon dioxide | cover crops | diverse crop rotations | DNDC model | nitrous oxide | no-till farming | soil moisture | soil temperature,10.1071/SR21075,NA,2N0VK,1838-675X,NA,evaluation of the dndcv.can model for simulating greenhouse gas emissions under crop rotations that include winter cover crops
cc,WOS:000771565800001,Conservation practices induce tradeoffs in soil function: Observations from the northern Great Plains,SOIL SCIENCE SOCIETY OF AMERICA JOURNAL,NA,NA,,MAR 22,2022,"Liebig, Mark A. | Acosta-Martinez, Veronica | Archer, David W. | Halvorson, Jonathan J. | Hendrickson, John R. | Kronberg, Scott L. | Samson-Liebig, Susan E. | Vetter, Jennifer M.",,10.1002/saj2.20375,NA,ZX0AW,0361-5995,NA,conservation practices induce tradeoffs in soil function: observations from the northern great plains
cc,WOS:000854392300001,Field based (15) N study: an investigation of cereal rye N fate and utilization by the subsequent corn and soybean,NUTRIENT CYCLING IN AGROECOSYSTEMS,NA,NA,,SEP 16,2022,"Lacey, Corey | Camberato, James | Armstrong, Shalamar",Cover crop | N recovery | N15 | Cropping systems | Stable isotope,10.1007/s10705-022-10226-0,NA,4O0IC,1385-1314,NA,field based (15) n study: an investigation of cereal rye n fate and utilization by the subsequent corn and soybean
cc,WOS:000763534600001,Grazing cover crops in a no-till corn and soybean rotation,AGRONOMY JOURNAL,2,114,1255-1268,MAR,2022,"Dhakal, Dhruba | Erwin, Zachary L. | Nelson, Kelly A.",,10.1002/agj2.20999,NA,0N8OA,0002-1962,NA,grazing cover crops in a no-till corn and soybean rotation
cc,WOS:000833985000001,"Spring-planted cover crop effects on weed suppression, crop yield, and net returns in no-tillage dryland crop production",CROP SCIENCE,NA,NA,,JUL 31,2022,"Obour, Augustine K. | Dille, Johanna | Holman, John | Simon, Logan M. | Sancewich, Brian | Kumar, Vipan",,10.1002/csc2.20801,NA,3K3NA,0011-183X,NA,"spring-planted cover crop effects on weed suppression, crop yield, and net returns in no-tillage dryland crop production"
cc,WOS:000769396600004,Quantifying regional effects of best management practices on nutrient losses from agricultural lands,JOURNAL OF SOIL AND WATER CONSERVATION,1,77,15-29,JAN-FEB,2022,"Roland, V. L. | Garcia, A. M. | Saad, D. A. | Ator, S. W. | Robertson, D. | Schwarz, G.",best management practice (BMP) | implementation | nitrogen | phosphorus | testing and assessment | water quality,10.2489/jswc.2022.00162,NA,ZT8JP,0022-4561,NA,quantifying regional effects of best management practices on nutrient losses from agricultural lands
cc,WOS:000828606200001,Effects of cover crops on soil thermal properties of a corn cropping system,SOIL SCIENCE SOCIETY OF AMERICA JOURNAL,5,86,1194-1205,SEP,2022,"Mendis, Sidath Subodha | Udawatta, Ranjith | Anderson, Stephen H. | Ansari, Jamshid | Salceda, Miguel",,10.1002/saj2.20409,NA,4N5YA,0361-5995,NA,effects of cover crops on soil thermal properties of a corn cropping system
cc,WOS:000853080600001,Assessing the concept of control points for dissolved reactive phosphorus losses in subsurface drainage,JOURNAL OF ENVIRONMENTAL QUALITY,NA,NA,,SEP 13,2022,"de Oliveira, Luciano Alves | Ventura, Ariana Munoz | Preza-Fontes, Giovani | Greer, Kristin D. | Pittelkow, Cameron M. | Bhattarai, Rabin | Christianson, Reid | Christianson, Laura",,10.1002/jeq2.20400,NA,4M1IE,0047-2425,NA,assessing the concept of control points for dissolved reactive phosphorus losses in subsurface drainage
cc,WOS:000744850100001,Improving targeting of farmers for enrollment in agri-environmental programs,APPLIED ECONOMIC PERSPECTIVES AND POLICY,NA,NA,,JAN 18,2022,"Duke, Joshua M. | Johnston, Robert J. | Shober, Amy L. | Liu, Zhongyuan",cost-share | cover crops | purchase of ecosystem services | soil health | sustainable agriculture,10.1002/aepp.13227,NA,YJ9ML,2040-5790,NA,improving targeting of farmers for enrollment in agri-environmental programs
cc,WOS:000850807900001,Spatial variability of denitrification enzyme activity and actual denitrification emissions on Missouri claypan soils,SOIL SCIENCE SOCIETY OF AMERICA JOURNAL,NA,NA,,SEP 8,2022,"Johnson, Frank E., II | Lerch, Robert N. | Motavalli, Peter P. | Veum, Kristen S. | Scharf, Peter C.",,10.1002/saj2.20457,NA,4I8ET,0361-5995,NA,spatial variability of denitrification enzyme activity and actual denitrification emissions on missouri claypan soils
cc,WOS:000769396600006,Evaluating the impact of midwestern cropping systems on soil health and soil carbon dynamics,JOURNAL OF SOIL AND WATER CONSERVATION,1,77,78-87,JAN-FEB,2022,"Dougherty, B. W. | Andersen, D. S. | Helmers, M. J.",bulk density | no-till | soil carbon | soil health | water-stable aggregates,10.2489/jSWC.2022.00056,NA,ZT8JP,0022-4561,NA,evaluating the impact of midwestern cropping systems on soil health and soil carbon dynamics
cc,WOS:000727806600001,Maturity selection but not sowing date enhances soybean productivity and land use in a winter camelina-soybean relay system,FOOD AND ENERGY SECURITY,1,11,,FEB,2022,"Mohammed, Yesuf Assen | Gesch, Russ W. | Matthees, Heather L. | Wells, Samantha S.",cover crop | cropping systems | land use productivity | oil | protein,10.1002/fes3.346,NA,ZB1XO,2048-3694,NA,maturity selection but not sowing date enhances soybean productivity and land use in a winter camelina-soybean relay system
cc,WOS:000726619800001,Profitability of dual-purpose rye cover crop as influenced by harvesting date,AGRONOMY JOURNAL,1,114,627-640,JAN,2022,"Sadeghpour, Amir | Adeyemi, Oladapo | Reed, Bryan | Fry, Jim | Afshar, Reza Keshavarz",,10.1002/agj2.20890,NA,ZG5PE,0002-1962,NA,profitability of dual-purpose rye cover crop as influenced by harvesting date
cc,WOS:000827036000001,From Farm to Flight: CoverCress as a Low Carbon Intensity Cash Cover Crop for Sustainable Aviation Fuel Production. A Review of Progress Towards Commercialization,FRONTIERS IN ENERGY RESEARCH,NA,10,,JUN 24,2022,"Phippen, Winthrop B. | Rhykerd, Rob | Sedbrook, John C. | Handel, Cristine | Csonka, Steve",bioenergy | Thlaspi arvense | cover crop | low-carbon fuel | public-private partnership | carbon intensity | sustainable aviation fuel,10.3389/fenrg.2022.793776,NA,3A1PJ,2296-598X,NA,from farm to flight: covercress as a low carbon intensity cash cover crop for sustainable aviation fuel production. a review of progress towards commercialization
cc,WOS:000852887400001,Rye-soybean double-crop: planting method and N fertilization effects in the North Central US,RENEWABLE AGRICULTURE AND FOOD SYSTEMS,NA,NA,,SEP 13,2022,"Malone, Robert W. | O'Brien, Peter L. | Herbstritt, Steph | Emmett, Bryan D. | Karlen, Douglas L. | Kaspar, Tom C. | Kohler, Keith | Radke, Anna | Lence, Sergio H. | Wu, Huaiqing | Richard, Tom L.",Bioenergy | economics | nitrogen fertilizer | planting method | winter rye,10.1017/S1742170522000096,NA,4L8NX,1742-1705,NA,rye-soybean double-crop: planting method and n fertilization effects in the north central us
cc,WOS:000794233200006,Impact of flow pathway and source water connectivity on subsurface sediment and particulate phosphorus dynamics in tile-drained agroecosystems,AGRICULTURAL WATER MANAGEMENT,NA,269,,JUL 1,2022,"Nazari, Saeid | Ford, William I. | King, Kevin W.",Tile-drainage | Hysteresis analysis | Phosphorus | Water quality | Subsurface,10.1016/j.agwat.2022.107641,NA,1E1CG,0378-3774,NA,impact of flow pathway and source water connectivity on subsurface sediment and particulate phosphorus dynamics in tile-drained agroecosystems
cc,WOS:000770141900005,Public communication of soil conservation practices: A large-scale content analysis of Wisconsin's agricultural trade publications,JOURNAL OF SOIL AND WATER CONSERVATION,2,77,184-197,MAR-APR,2022,"Chen, K. | Shaw, B.",agricultural magazines | agricultural trade publications | computational text analysis | content analysis | soil conservation | Wisconsin,10.2489/jSWC.2022.00167,NA,ZU9ES,0022-4561,NA,public communication of soil conservation practices: a large-scale content analysis of wisconsin's agricultural trade publications
cc,WOS:000793423700005,A multi-product landscape life-cycle assessment approach for evaluating local climate mitigation potential,JOURNAL OF CLEANER PRODUCTION,NA,354,,JUN 20,2022,"Nguyen, Trung H. | Field, John L. | Kwon, Hoyoung | Hawkins, Troy R. | Paustian, Keith | Wang, Michael Q.",Life cycle assessment | Sustainable intensification | Soil carbon | Biofuels | Landscape design | Mitigation costs,10.1016/j.jclepro.2022.131691,NA,1C9IF,0959-6526,NA,a multi-product landscape life-cycle assessment approach for evaluating local climate mitigation potential
cc,WOS:000792631900001,"Crude glycerol, a biodiesel byproduct, used as a soil amendment to temporarily immobilise and then release nitrogen",EUROPEAN JOURNAL OF SOIL SCIENCE,3,73,,MAY,2022,"De, Mriganka | Sawyer, John E. | McDaniel, Marshall D.",microbial biomass | nitrogen dynamics | nitrogen immobilisation | nitrogen mineralisation | nitrogen priming | soil type,10.1111/ejss.13241,NA,1B7SA,1351-0754,NA,"crude glycerol, a biodiesel byproduct, used as a soil amendment to temporarily immobilise and then release nitrogen"
cc,WOS:000777466000004,Socio-psychological factors influencing intent to adopt conservation practices in the Minnesota River Basin,JOURNAL OF ENVIRONMENTAL MANAGEMENT,NA,307,,APR 1,2022,"Lang, Zhengxin | Rabotyagov, Sergey",Watershed conservation | Agricultural landowner survey | Best management practices (BMPs) | Theory of planned behavior | Landowner segmentation,10.1016/j.jenvman.2022.114466,NA,0F6KM,0301-4797,NA,socio-psychological factors influencing intent to adopt conservation practices in the minnesota river basin
cc,WOS:000797217900005,A decision-making framework for evaluating environmental tradeoffs in enhancing ecosystem services across complex agricultural landscapes,JOURNAL OF ENVIRONMENTAL MANAGEMENT,NA,314,,JUL 15,2022,"Triana, Juan S. Acero | Chu, Maria L. | Shipley, Nathan J. | van Riper, Carena J. | Stewart, William P. | Suski, Cory D.",Agro-ecosystems | Decision-making | Environmental tradeoffs | Social acceptability | Climate change | SMAA,10.1016/j.jenvman.2022.115077,NA,1I4RT,0301-4797,NA,a decision-making framework for evaluating environmental tradeoffs in enhancing ecosystem services across complex agricultural landscapes
cc,WOS:000810072700001,"Exploring Trade-Offs Between Profit, Yield, and the Environmental Footprint of Potential Nitrogen Fertilizer Regulations in the US Midwest",FRONTIERS IN PLANT SCIENCE,NA,13,,APR 15,2022,"Mandrini, German | Pittelkow, Cameron Mark | Archontoulis, Sotirios | Kanter, David | Martin, Nicolas F.",environmental policy | bio-economic modeling | externalities | nitrogen pollution | nitrogen use efficiency,10.3389/fpls.2022.852116,NA,2B3DT,1664-462X,NA,"exploring trade-offs between profit, yield, and the environmental footprint of potential nitrogen fertilizer regulations in the us midwest"
cc,WOS:000857426000001,"Reproduction of Soybean Cyst Nematode Populations on Field Pennycress, Henbit, and Purple Deadnettle Weed Hosts",AGRONOMY-BASEL,9,12,,SEP,2022,"Basnet, Pawan | Clay, Sharon A. | Byamukama, Emmanuel",Heterodera glycines | HG types | soybean cyst nematode | relative female index | disease management | field pennycress,10.3390/agronomy12092027,NA,4S4PZ,NA,NA,"reproduction of soybean cyst nematode populations on field pennycress, henbit, and purple deadnettle weed hosts"
cc,WOS:000790555400006,Double-cropping oilseed sunflower after winter camelina,INDUSTRIAL CROPS AND PRODUCTS,NA,181,,JUL,2022,"Gesch, R. W. | Mohammed, Y. A. | Walia, M. K. | Hulke, B. S. | Anderson, J., V",Sustainable intensification | Oilseeds | Cash cover crop | Double-cropping,10.1016/j.indcrop.2022.114811,NA,0Y7GP,0926-6690,NA,double-cropping oilseed sunflower after winter camelina
cc,WOS:000731745800001,Emergence pattern and periodicity of Palmer amaranth (Amaranthus palmeri) populations from southcentral Great Plains,WEED TECHNOLOGY,1,36,110-117,FEB,2022,"Liu, Rui | Kumar, Vipan | Jha, Prashant | Stahlman, Phillip W.",Palmer amaranth | Amaranthus palmeri S | Wats | Emergence pattern | emergence periodicity | growing degree days | integrated weed management | southcentral Great Plains | weed seedbank,10.1017/wet.2021.81,NA,0Q2VL,0890-037X,NA,emergence pattern and periodicity of palmer amaranth (amaranthus palmeri) populations from southcentral great plains
cc,WOS:000736963400002,Harvest attributes and seed quality predict physiological maturity of pennycress,INDUSTRIAL CROPS AND PRODUCTS,NA,176,,FEB,2022,"Cubins, Julija A. | Wells, Samantha S. | Walia, Maninder K. | Wyse, Donald L. | Becker, Roger | Forcella, Frank | Gardner, Robert D. | Johnson, Gregg A. | Gesch, Russ W.",Growing degree days | Winter oilseed | Harvest maturity | Oil content | Physiological maturity | Seed yield | Seed moisture,10.1016/j.indcrop.2021.114355,NA,XY4SD,0926-6690,NA,harvest attributes and seed quality predict physiological maturity of pennycress
cc,WOS:000770141900006,A perennial living mulch substantially increases infiltration in row crop systems,JOURNAL OF SOIL AND WATER CONSERVATION,2,77,212-220,MAR-APR,2022,"Baker, J. M. | Albrecht, K. A. | Feyereisen, G. W. | Gamble, J. D.",infiltration | kura clover | living mulch | maize | soybean rotation | regenerative agriculture,10.2489/jswc.2022.00080,NA,ZU9ES,0022-4561,NA,a perennial living mulch substantially increases infiltration in row crop systems
cc,WOS:000779437500007,Fuel properties of low-erucic acid pennycress (LEAP) oil biodiesel,INDUSTRIAL CROPS AND PRODUCTS,NA,178,,APR,2022,"Dunn, Robert O.",Cloud point | Fatty acid methyl esters | Field pennycress oil | Oxidative stability | Predictive models | Viscosity,10.1016/j.indcrop.2022.114543,NA,0I5CN,0926-6690,NA,fuel properties of low-erucic acid pennycress (leap) oil biodiesel
cc,WOS:000761405900003,A multi-criteria land suitability assessment of field allocation decisions for switchgrass,ECOLOGICAL INDICATORS,NA,136,,MAR,2022,"Griffel, L. Michael | Toba, Ange-Lionel | Paudel, Rajiv | Lin, Yingqian | Hartley, Damon S. | Langholtz, Matthew",Land suitability assessment | Bioenergy | Switchgrass | Multi-criteria decision making | Integrated landscape management,10.1016/j.ecolind.2022.108617,NA,ZI1RP,1470-160X,NA,a multi-criteria land suitability assessment of field allocation decisions for switchgrass
cc,WOS:000825421100001,Growing season carbon dynamics differ in intermediate wheatgrass monoculture versus biculture with red clover,AGRICULTURAL AND FOREST METEOROLOGY,NA,323,,AUG 15,2022,"Wiesner, Susanne | Duff, Alison J. | Niemann, Kristine | Desai, Ankur R. | Crews, Timothy E. | Risso, Valentin Picasso | Riday, Heathcliffe | Stoy, Paul C.",Kernza | Perennial | Eddy covariance | Carbon dynamics | Post -harvest regrowth,10.1016/j.agrformet.2022.109062,NA,2X8AL,0168-1923,NA,growing season carbon dynamics differ in intermediate wheatgrass monoculture versus biculture with red clover
cc,WOS:000756804500038,Impacts of corn stover management and fertilizer application on soil nutrient availability and enzymatic activity,SCIENTIFIC REPORTS,1,12,,FEB 7,2022,"Galindo, Fernando S. | Strock, Jeffrey S. | Pagliari, Paulo H.",,10.1038/s41598-022-06042-9,NA,ZB4HH,2045-2322,NA,impacts of corn stover management and fertilizer application on soil nutrient availability and enzymatic activity
cc,WOS:000766848000001,"Seed Size, Planting Depth, and a Perennial Groundcover System Effect on Corn Emergence and Grain Yield",AGRONOMY-BASEL,2,12,,FEB,2022,"Kimmelshue, Chad L. | Goggi, Susana | Moore, Kenneth J.",perennial groundcover (PGC) | Kentucky bluegrass (KBG) | corn | crop rotation,10.3390/agronomy12020437,NA,ZQ1BN,NA,NA,"seed size, planting depth, and a perennial groundcover system effect on corn emergence and grain yield"
cc,WOS:000757537100088,"Crop-livestock integration enhanced soil aggregate-associated carbon and nitrogen, and phospholipid fatty acid",SCIENTIFIC REPORTS,1,12,,FEB 17,2022,"Bansal, Sangeeta | Chakraborty, Poulamee | Kumar, Sandeep",,10.1038/s41598-022-06560-6,NA,ZC5CC,2045-2322,NA,"crop-livestock integration enhanced soil aggregate-associated carbon and nitrogen, and phospholipid fatty acid"
cc,WOS:000696303100001,"Soil greenhouse gas emissions, organic carbon and crop yield following pinewood biochar and biochar-manure applications at eroded and depositional landscape positions: A field trial in South Dakota, USA",SOIL USE AND MANAGEMENT,1,38,487-502,JAN,2022,"Abagandura, Gandura Omar | Bansal, Sangeeta | Karsteter, Audrey | Kumar, Sandeep",agriculture | biochar | greenhouse gas emissions | soil amendment | soil organic carbon,10.1111/sum.12760,NA,YO2HV,0266-0032,NA,"soil greenhouse gas emissions, organic carbon and crop yield following pinewood biochar and biochar-manure applications at eroded and depositional landscape positions: a field trial in south dakota, usa"
tillage,WOS:000848479500001,Reduced tillage and rotational diversity improve soil health in Missouri,AGRONOMY JOURNAL,NA,NA,,SEP 1,2022,"Veum, Kristen S. | Zuber, Stacy M. | Ransom, Curtis | Myers, Robert L. | Kitchen, Newell R. | Anderson, Stephen H.",,10.1002/agj2.21156,NA,4F4JO,0002-1962,NA,reduced tillage and rotational diversity improve soil health in missouri
tillage,WOS:000835813400001,Long-term tillage management affects claypan soil properties and soybean cyst nematode,AGRONOMY JOURNAL,NA,NA,,AUG 4,2022,"Belknap, Renee Adler | Nelson, Kelly A. | Singh, Gurbir",,10.1002/agj2.21140,NA,3M9YZ,0002-1962,NA,long-term tillage management affects claypan soil properties and soybean cyst nematode
tillage,WOS:000709261800001,Cover Crop Effects on Cash Crops in Northern Great Plains No-till Systems Are Annually Variable and Possibly Delayed,COMMUNICATIONS IN SOIL SCIENCE AND PLANT ANALYSIS,2,53,153-169,JAN 19,2022,"Chim, Bee Khim | Osborne, Shannon L. | Lehman, R. Michael | Schneider, Sharon K.",Cover crop | crop grow | crop yield | no-tillage | nutrient uptake | soil nutrient,10.1080/00103624.2021.1984512,NA,XU5NQ,0010-3624,NA,cover crop effects on cash crops in northern great plains no-till systems are annually variable and possibly delayed
