review,uid,title,journal,issue,volume,pages,date,year,authors,keywords,doi,article_no,isi_id,issn,isbn,title_lower
tillage,WOS:000648354300001,Legume species not spatial arrangement influence cover crop mixture effects in strip-tilled organic cabbage,AGRONOMY JOURNAL,NA,NA,,MAY 8,2021,"Maher, Ryan M. | Rangarajan, Anusuya | Caldwell, Brian A. | Hayden, Zachary D. | Brainard, Daniel C.",,10.1002/agj2.20664,NA,RZ1JE,0002-1962,NA,legume species not spatial arrangement influence cover crop mixture effects in strip-tilled organic cabbage
tillage,WOS:000650125900005,What drives landowners' conservation decisions? Evidence from Iowa,JOURNAL OF SOIL AND WATER CONSERVATION,3,76,211-221,MAY-JUN,2021,"Sawadgo, W. P. M. | Zhang, W. | Plastina, A.",absentee landowners | conservation practice | cover crops | land tenure | non-operating landowners | no-till,10.2489/jswc.2021.00115,NA,SB6UG,0022-4561,NA,what drives landowners' conservation decisions? evidence from iowa
tillage,WOS:000642121500008,Integrating fall-planted cereal cover crops and preplant herbicides for glyphosate-resistant horseweed (Conyza canadensis) management in soybean,WEED TECHNOLOGY,2,35,234-241,APR,2021,"Schramski, John A. | Sprague, Christy L. | Renner, Karen A.",marestail | Canada fleabane | horseweed | Conyza canadensis L | Cronq | winter wheat | Triticum aestivum L | cereal rye | Secale cereale L | soybean | Glycine max (L | ) Merr,10.1017/wet.2020.117,NA,RQ0PC,0890-037X,NA,integrating fall-planted cereal cover crops and preplant herbicides for glyphosate-resistant horseweed (conyza canadensis) management in soybean
tillage,WOS:000647235100001,"Long-term impacts of drain spacing, crop management, and weather on nitrate leaching to subsurface drains",JOURNAL OF ENVIRONMENTAL QUALITY,NA,NA,,MAY 5,2021,"Kladivko, Eileen J. | Bowling, Laura C.",,10.1002/jeq2.20215,NA,RX5AD,0047-2425,NA,"long-term impacts of drain spacing, crop management, and weather on nitrate leaching to subsurface drains"
tillage,WOS:000648927900001,Impacts of low-disturbance dairy manure incorporation on ammonia and greenhouse gas fluxes in a corn silage-winter rye cover crop system,JOURNAL OF ENVIRONMENTAL QUALITY,NA,NA,,MAY 10,2021,"Sherman, Jessica F. | Young, Eric O. | Jokela, William E. | Cavadini, Jason",,10.1002/jeq2.20228,NA,RZ9OI,0047-2425,NA,impacts of low-disturbance dairy manure incorporation on ammonia and greenhouse gas fluxes in a corn silage-winter rye cover crop system
tillage,WOS:000642400600028,EFFECTIVENESS OF CONSERVATION CROP ROTATION FOR WATER POLLUTANT REDUCTION FROM AGRICULTURAL AREAS,TRANSACTIONS OF THE ASABE,2,64,691-704,NA,2021,"Koropeckyj-Cox, L. | Christianson, R. D. | Yuan, Y.",Conservation practice | Cost analysis | Crop rotation | Nitrate | Nutrient management | Water quality,10.13031/trans.14017,NA,RQ4PC,2151-0032,NA,effectiveness of conservation crop rotation for water pollutant reduction from agricultural areas
pest,WOS:000640954200001,"Soybean aphid infestation and crop yield in relation to cultivar, foliar insecticide, and insecticidal seed treatment in South Dakota",PHYTOPARASITICA,NA,NA,,APR 19,2021,"Hesler, Louis S. | Beckendorf, Eric A.",Aphis glycines | Host-plant resistance | Pest management | Crop protection | Invasive species,10.1007/s12600-021-00914-y,NA,RO3OA,0334-2123,NA,"soybean aphid infestation and crop yield in relation to cultivar, foliar insecticide, and insecticidal seed treatment in south dakota"
pest,WOS:000646330800001,Conservation risks and benefits of establishing monarch butterfly (Danaus plexippus) breeding habitats close to maize and soybean fields in the north central United States: A landscape-scale analysis of the impact of foliar insecticide on nonmigratory monarch butterfly populations,INTEGRATED ENVIRONMENTAL ASSESSMENT AND MANAGEMENT,NA,NA,,MAY 3,2021,"Grant, Tyler J. | Krishnan, Niranjana | Bradbury, Steven P.",Agroecosystems | Insect conservation | Landscape&#8208 | scale risk assessment | Pesticide toxicology | Population sinks,10.1002/ieam.4402,NA,RW2CQ,1551-3777,NA,conservation risks and benefits of establishing monarch butterfly (danaus plexippus) breeding habitats close to maize and soybean fields in the north central united states: a landscape-scale analysis of the impact of foliar insecticide on nonmigratory monarch butterfly populations
pest,WOS:000647601800014,"Distribution and toxic potential of alkylphenols, nonylphenol ethoxylates, and pyrethroids in Minnesota, USA lake sediments",SCIENCE OF THE TOTAL ENVIRONMENT,NA,776,,JUL 1,2021,"Crane, Judy L.",Sediment chemistry | 4-Nonylphenol | 4-Nonylphenol monoethoxylates | Bifenthrin | Land use | Upper Midwest,10.1016/j.scitotenv.2021.145974,NA,RY0JV,0048-9697,NA,"distribution and toxic potential of alkylphenols, nonylphenol ethoxylates, and pyrethroids in minnesota, usa lake sediments"
pest,WOS:000646325500001,"Targeted RNA sequencing reveals differential patterns of transcript expression in geographically discrete, insecticide resistant populations of Leptinotarsa decemlineata",PEST MANAGEMENT SCIENCE,NA,NA,,MAY 3,2021,"Clements, Justin | Lamour, Kurt | Frost, Kenneth | Dwyer, James | Huseth, Anders | Groves, Russell L.",Colorado potato beetle | targeted RNA sequencing | insecticide resistance,10.1002/ps.6393,NA,RW2AT,1526-498X,NA,"targeted rna sequencing reveals differential patterns of transcript expression in geographically discrete, insecticide resistant populations of leptinotarsa decemlineata"
nutrient,WOS:000642662200001,Effects of Irrigation Management on Chipping Potato (Solanum tuberosum L.) Production in the Upper Midwest of the U.S.,AGRONOMY-BASEL,4,11,,APR,2021,"Crosby, Trevor W. | Wang, Yi",Solanum tuberosum L | irrigation | water use | efficiency | yield | quality | storage,10.3390/agronomy11040768,NA,RQ8KH,NA,NA,effects of irrigation management on chipping potato (solanum tuberosum l.) production in the upper midwest of the u.s.
nutrient,WOS:000641349400001,Performance of deep learning models for classifying and detecting common weeds in corn and soybean production systems,COMPUTERS AND ELECTRONICS IN AGRICULTURE,NA,184,,MAY,2021,"Ahmad, Aanis | Saraswat, Dharmendra | Aggarwal, Varun | Etienne, Aaron | Hancock, Benjamin",Site-Specific Weed Management | Weed identification | Image classification | Object detection,10.1016/j.compag.2021.106081,NA,RO9HE,0168-1699,NA,performance of deep learning models for classifying and detecting common weeds in corn and soybean production systems
nutrient,WOS:000642400600025,EFFECTIVENESS OF DENITRIFYING BIOREACTORS ON WATER POLLUTANT REDUCTION FROM AGRICULTURAL AREAS,TRANSACTIONS OF THE ASABE,2,64,641-658,NA,2021,"Christianson, L. E. | Cooke, R. A. | Hay, C. H. | Helmers, M. J. | Feyereisen, G. W. | Ranaivoson, A. Z. | McMaine, J. T. | McDaniel, R. | Rosen, T. R. | Pluer, W. T. | Schipper, L. A. | Dougherty, H. | Robinson, R. J. | Layden, I. A. | Irvine-Brown, S. M. | Manca, F. | Dhaese, K. | Nelissen, V | von Ahnen, M.",Groundwater | Nitrate | Nonpoint-source pollution | Subsurface drainage | Tile,10.13031/trans.14011,NA,RQ4PC,2151-0032,NA,effectiveness of denitrifying bioreactors on water pollutant reduction from agricultural areas
