DOI,Paper_id,Loc_multi,Soil_type,City,State,Latitude,Longitude,Year_start,Years_num,Annual_precip,Field_history,Exp_design,Exp_arrangement,Reps,Plot_width,Plot_length,Trtmt_levels,Trtmt_main,Trtmt_main_levels,Trtmt_splitA,Trtmt_splitA_levels,Trtmt_splitB,Trtmt_splitB_levels,Trtmt_splitC,Trtmt_splitC_levels
10.2134/agronj14.0277,83,10,"Matherton (fine-loamy over sandy or sandy-skeletal, mixed, superactive, mesic Udollic Endoaqualfs)",East Troy,WI,42.7675,-88.46777778,2011,3,,,randomized complete block design,17 x 3 factorial structure,4,2.28,6.4,1,seed treatment & seed variety,20,,,,,,
10.1603/EC14047,84,4,,Nashua,IA,42.95,-92.54,2011,3,,,randomized complete block design,split-plot,,4.56,15.2,3,seed line,6,insecticides,3,,,,
10.1603/EC14047,84,5,,Ames,IA,42.02,-93.64,2011,3,,,randomized complete block design,split-plot,,4.56,15.2,3,seed line,6,insecticides,3,,,,
10.1603/EC14047,84,7,,Scandia,KS,39.8,-97.78,2011,3,,,randomized complete block design,split-plot,,4.56,15.2,2,seed line,4,insecticides,3,,,,
10.1603/EC14047,84,2,,Lamberton,MN,44.23,-95.27,2011,3,,,randomized complete block design,split-plot,,4.56,9.1,2,seed line,4,insecticides,3,,,,
10.1603/EC14047,84,8,,Prosper,ND,46.96,-97.02,2012,2,,,randomized complete block design,split-plot,,4.56,9.1,2,seed line,4,insecticides,3,,,,
10.1603/EC14047,84,6,,Rock Springs,PA,40.88,-78.43,2011,3,,,randomized complete block design,split-plot,,4.56,6.1,2,seed line,2,,,,,,
10.1603/EC14047,84,1,,Volga,SD,44.32,-96.92,2011,3,,,randomized complete block design,split-plot,,4.56,15.2,2,seed line,4,insecticides,3,,,,
10.1603/EC14047,84,3,,Arlington,WI,43.30222222,-89.33555556,2011,3,,,randomized complete block design,split-plot,,4.56,15.2,2,seed line,4,insecticides,3,,,,
10.1111/j.1439-0418.2012.01716.x,85,1,,Agricultural Research and Development Center of the Ohio State University near Wooster,OH,40.76666667,-81.94527778,2006,2,,"To enhance the natural infestation of rootworms, the experiments were conducted in fields previously planted with late planted maize that served as a trap crop.",radomized complete block design,split-plot,4,3.04,10,2,planting date,3,insecticides,3,,,,
10.1111/j.1439-0418.2012.01716.x,85,2,,Western Agricultural Research Station near South Charleston,OH,39.85,-83.69583333,2006,2,,"To enhance the natural infestation of rootworms, the experiments were conducted in fields previously planted with late planted maize that served as a trap crop.",radomized complete block design,split-plot,4,3.04,10,2,planting date,3,insecticides,3,,,,
10.2135/cropsci2011.06.0311,86,1,"Plano silt loam ( fine-silty, mixed, superactive, mesic Typic Argiudolls)",Arlington,WI,43.30222222,-89.33555556,2008,3,,,radomized complete block design,split-plot,4,2.28,6.4,2,seed treatment,3,soybean variety,4,,,,
10.2135/cropsci2011.06.0311,86,2,"Plano silt loam ( fine-silty, mixed, superactive, mesic Typic Argiudolls)",Janesville,WI,42.72583333,-89.02138889,2008,3,,,randomized complete block design,split-plot,4,2.28,6.4,2,seed treatment,3,soybean variety,4,,,,
10.2135/cropsci2011.06.0311,86,3,"Fayette silt loam (fine-silty, mixed, superactive, mesic Typic Hapludalfs)",Lancaster,WI,42.83027778,-90.78916667,2008,3,,,randomized complete block design,split-plot,4,2.28,6.4,2,seed treatment,3,soybean variety,4,,,,
10.2135/cropsci2011.06.0311,86,4,"Pella silt loam (fine-silty, mixed, superactive, mesic Typic Endoaquolls)",Fond du Lac,WI,43.72611111,-88.57166667,2008,3,,,randomized complete block design,split-plot,4,2.28,6.4,2,seed treatment,3,soybean variety,4,,,,
10.2135/cropsci2011.06.0311,86,5,"Downs silt loam (fine-silty, mixed, superactive, mesic Mollic Hapludalfs)",Galesville,WI,44.07416667,-91.33277778,2008,3,,,randomized complete block design,split-plot,4,2.28,6.4,2,seed treatment,3,soybean variety,4,,,,
10.2135/cropsci2011.06.0311,86,6,"Plainfield sand (mixed, mesic Typic Udipsamments)",Hancock,WI,44.11944444,-89.53527778,2008,3,,,randomized complete block design,split-plot,4,2.28,6.4,2,seed treatment,3,soybean variety,4,,,,
10.2135/cropsci2011.06.0311,86,7,"Sattre loam (fine- loamy over sandy or sandy-skeletal, mixed, superactive, mesic Mollic Hapludalfs)",Chippewa Falls,WI,44.95,-91.35027778,2008,3,,,randomized complete block design,split-plot,4,2.28,6.4,2,seed treatment,3,soybean variety,4,,,,
10.2135/cropsci2011.06.0311,86,8,"Withee silt loam (fine-loamy, mixed, superactive, frigid Aquic Glossudalfs)",Marshfield,WI,44.64138889,-90.13305556,2008,3,,,randomized complete block design,split-plot,4,2.28,6.4,2,seed treatment,3,soybean variety,4,,,,
10.2135/cropsci2011.06.0311,86,9,"Solona silt loam (coarse-loamy, mixed, superactive, frigid Aquic Argiudolls)",Seymour,WI,44.52361111,-88.32944444,2008,3,,,randomized complete block design,split-plot,4,2.28,6.4,2,seed treatment,3,soybean variety,4,,,,
10.1007/s10658-009-9545-9,87,1,,Iowa State University (ISU) Southeast Research Farm (SERF) near Crawfordsville,IA,42.03,-93.65,2007,1,,sites had been in a continuous-maize rotation for 4 years,radomized complete block design,split-plot,5,5.25,5.3,2,seed treatment,2,sampling date,3,,,,
10.1007/s10658-009-9545-9,87,2,,ISU Northeast Farm (NERF) at Nashua,IA,42.95,-92.54,2007,1,,sites had been in a continuous-maize rotation for 4 years,radomized complete block design,split-plot,5,5.25,5.3,2,seed treatment,2,sampling date,3,,,,
10.1603/029.102.0613,88,1,,Story County,IA,42.05,-93.48,2005,3,,,radomized complete block design,split-plot,5,55,55,1,pest management,4,,,,,,
10.1603/029.102.0613,88,2,,Lucas County,IA,41.03,-93.36,2005,3,,,radomized complete block design,split-plot,5,55,55,1,pest management,4,,,,,,
10.1603/029.102.0613,88,3,,Kalamazoo County,MI,42.28,-85.55,2005,3,,,radomized complete block design,split-plot,5,55,55,1,pest management,4,,,,,,
10.1603/029.102.0613,88,4,,Saginaw County,MI,43.33,-84.09,2005,3,,,radomized complete block design,split-plot,5,55,55,1,pest management,4,,,,,,
10.1603/029.102.0613,88,5,,Redwood County,MN,44.38,-95.3,2005,3,,,radomized complete block design,split-plot,5,55,55,1,pest management,4,,,,,,
10.1603/029.102.0613,88,6,,Dakota County,MN,44.67,-93.09,2005,3,,,radomized complete block design,split-plot,5,55,55,1,pest management,4,,,,,,
10.1603/029.102.0127,89,0,Alcester silt loam and a Maskell loam,University of Nebraska Northeast Research and Extension Center Haskell Agricultural Laboratory in Concord,NE,42.38,-96.99,2005,2,,The plots were located in soybean fields under a 2-yr corn (Zea mays L.) soybean rotation.,radomized complete block design,,4,,,1,pest management,4,,,,,,
10.2134/agronj2007.0142,90,1,"Tama silt loam (fine-silty, mixed mesic, Typic Arguidolls)",De Witt,IA,41.82,-90.55,2004,2,,,radomized complete block design,split-plot,4,3,6.7,2,soil fumigation,2,seed treatments,4,,,,
10.2134/agronj2007.0142,90,2,"Webster clay loam (fine-loamy, mixed mesic, Typic Hapludolls)",Nevada,IA,42.02,-93.46,2004,2,,,radomized complete block design,split-plot,4,3,6.7,2,soil fumigation,2,seed treatments,4,,,,
10.2134/agronj2007.0142,90,3,"Salix silty clay loam (fine-silty, mixed mesic, Typic Hapludolls)",Whiting,IA,42.18,-93.55,2004,2,,,radomized complete block design,split-plot,4,3,6.7,2,soil fumigation,2,seed treatments,4,,,,
10.1094/ PDIS-92-1-0120,91,1,,Casselton,NE,46.9,-97.21,2003,2,,,radomized complete block design,,4,3.04,5.2,1,seed treatment,4,,,,,,
10.1094/ PDIS-92-1-0120,91,2,,Grandin,NE,41.71,-100.13,2003,2,,,radomized complete block design,,4,3.04,5.2,1,seed treatment,4,,,,,,
10.1094/ PDIS-92-1-0120,91,3,,Great Bend,NE,38.36,-98.78,2003,2,,,radomized complete block design,,4,3.04,5.2,1,seed treatment,4,,,,,,
10.1094/ PDIS-92-1-0120,91,4,,LaMoure,NE,46.36,-98.3,2003,2,,,radomized complete block design,,4,3.04,5.2,1,seed treatment,4,,,,,,
10.1094/ PDIS-92-1-0120,91,5,,Northwood,NE,47.73,-97.6,2003,2,,,radomized complete block design,,4,3.04,5.2,1,seed treatment,4,,,,,,
10.1094/ PDIS-92-1-0120,91,6,,Wyndmere,NE,41.69,-100.01,2003,2,,,radomized complete block design,,4,3.04,5.2,1,seed treatment,4,,,,,,
10.1094/ PDIS-92-1-0120,91,7,,Arthur,NE,41.57,-100.7,2003,1,,,radomized complete block design,,4,3.04,5.2,1,seed treatment,4,,,,,,
10.1094/ PDIS-92-1-0120,91,8,,Fargo,NE,41.77,-99.71,2003,1,,,radomized complete block design,,4,3.04,5.2,1,seed treatment,4,,,,,,
10.1023/B:PLSO.0000016561.58742.93,92,1,"Verndale sandly loam series (coarse loamy over sand, mixed, frigid, Udic Argiboroll)",Staples,MN,46.23,-94.48,2001,1,,,radomized complete block design,split-plot,6,4.572,15.2,2,tillage,2,seed treatments,2,,,,
10.1023/B:PLSO.0000016561.58742.93,92,2,"Verndale sandly loam series (coarse loamy over sand, mixed, frigid, Udic Argiboroll)",Verndale,MN,46.27,-94.53,2001,1,,,radomized complete block design,split-plot,6,4.572,15.2,2,tillage,2,seed treatments,2,,,,
Unavailable,93,1,,Central Iowa,IA,42.21,-93.4,2002,2,,,radomized complete block design,,4 or 8,9.1,30.5,1,seed treatments,,,,,,,
Unavailable,93,2,,Northeast Iowa,IA,42.82,-92.1,2002,2,,,radomized complete block design,,4 or 8,9.1,30.5,1,seed treatments,,,,,,,
Unavailable,93,3,,Northwest Iowa,IA,42.73,-95.58,2002,2,,,radomized complete block design,,4 or 8,9.1,30.5,1,seed treatments,,,,,,,
10.1094/PD-78-0817,94,1,Petrolia silty clay loam,Southwest Purdue Agricultural Center in Vincennes,IN,38.74,-87.49,1992,2,,,radomized complete block design,,3,1.52,3.6,1,seed treatments,20,,,,,,
10.1094/PD-78-0817,94,2,Drummer silty clay soil,"University of Illionois, Agronomy/Plant Pathology South Farm in Urbana",IN,40.9,-85.79,1992,2,,,radomized complete block design,,4,1.52,3.6,1,seed treatments,20,,,,,,
10.1093/jee/101.4.1211,95,1,,Central Iowa State University Research and Demonstration Farms in Story County,IA,42.05,-93.48,2002,2,,,radomized complete block design,,7 or 8,9.144,30.5,1,seed and foliar treatments,8,,,,,,
10.1093/jee/101.4.1212,95,2,,Northeast Iowa State University Research and Demonstration Farms in Floyd County,IA,43.07,-92.82,2002,3,,,radomized complete block design,,7 or 8,9.144,30.5,1,seed and foliar treatments,8,,,,,,
10.1093/jee/101.4.1213,95,3,,Northwest Iowa State University Research and Demonstration Farms in O'Brien County,IA,43.09,-95.64,2002,3,,abandoned in third year due to hail damage,radomized complete block design,,7 or 8,9.144,30.5,1,seed and foliar treatments,8,,,,,,
10.1094/ PDIS-93-9-0875,96,6,Brookston silty clay loam,Ontario,Canada,50.77,-86.69,2004,1,,areas with previously high incidence of Phytophthora seedling blight and root rot ,radomized complete block design,,4,2,2.5,2,cultivar,5,seed treatments,3,,,,
10.1094/ PDIS-93-9-0875,96,1,Pershing silt loam/Douds loam,Eddyville,IA,41.16,-92.63,2005,3,,areas with previously high incidence of Phytophthora seedling blight and root rot ,radomized complete block design,split-plot,4,3,6.1,2,cultivar,6,seed treatments,2,,,,
10.1094/ PDIS-93-9-0875,96,7,Caniseo clay loam/Nicollet loam,Albert City,IA,42.78,-94.95,2005,3,,areas with previously high incidence of Phytophthora seedling blight and root rot ,radomized complete block design,split-plot,4,3,6.1,2,cultivar,6,seed treatments,2,,,,
10.1094/ PDIS-93-9-0875,96,8,Muscatine silty clay loam/Garwin silty clay loam,Albion,IA,42.11,-92.99,2005,3,,areas with previously high incidence of Phytophthora seedling blight and root rot ,radomized complete block design,split-plot,4,3,6.1,2,cultivar,6,seed treatments,2,,,,
10.1094/ PDIS-93-9-0875,96,2,"Luton silty clay, Butler silt loam",Tekamah & Herman,NE,41.78,-96.22,2005,2,,areas with previously high incidence of Phytophthora seedling blight and root rot ,radomized complete block design,,4,9.12,600.5,2,cultivar,3,seed treatments,3,,,,
10.1094/ PDIS-93-9-0875,96,3,Hoyteville clay,Custar,OH,41.28,-83.84,2005,2,,areas with previously high incidence of Phytophthora seedling blight and root rot ,radomized complete block design,split-plot,4,1.52,9.1,2,cultivar,6,seed treatments,1,,,,
10.1094/ PDIS-93-9-0875,96,4,Silt loam,Groton,SD,45.45,-98.1,2003,1,,areas with previously high incidence of Phytophthora seedling blight and root rot ,radomized complete block design,split-plot,3,1.52,4.6,2,cultivar,,seed treatments,1,,,,
10.1094/ PDIS-93-9-0875,96,5,,Racine,WI,42.72,-87.81,2006,1,,areas with previously high incidence of Phytophthora seedling blight and root rot ,radomized complete block design,,4,2.28,7.7,2,cultivar,5,seed treatments,2,,,,
