DOI,Paper_id,Loc_multi,Soil_type,City,State,Latitude,Longitude,Year_start,Years_num,Annual_precip,Field_history,Exp_design,Exp_arrangement,Reps,Plot_width,Plot_length,Trtmt_levels,Trtmt_main,Trtmt_main_levels,Trtmt_splitA,Trtmt_splitA_levels,Trtmt_splitB,Trtmt_splitB_levels,Trtmt_splitC,Trtmt_splitC_levels
10.2134/agronj13.0441,123,2,"Clarion, Nicollet, Harps, or Webster series",Iowa State University Agronomy and Agricultural Engineering Research Farm near Boone,IA,42.01027778,-93.74222222,2007,3,,,randomized complete block design,split-plot,4,3.04,50,2,nitrogen application timing,2,nitrogen method and rate,7,,,,
10.2134/agronj13.0441,123,3,Lady Smith series,Willard ,KS,39.09333333,-95.94083333,2007,1,,,randomized complete block design,split-plot,4,3.04,50,2,nitrogen application timing,2,nitrogen method and rate,7,,,,
10.2134/agronj13.0441,123,4,Rossville series,Silver Lake,KS,39.09777778,-95.82583333,2008,2,,,randomized complete block design,split-plot,4,3.04,50,2,nitrogen application timing,2,nitrogen method and rate,7,,,,
10.2134/agronj2013.0043,124,1,"Chalmers (fine-silty, mixed, superactive, mesic Typic Endoaqualls)",Purdue University Agronomy Center for Resarch and Education near West Lafayette,IN,40.46861111,-87.00694444,2010,2,970,,randomized complete block design,,6,4.5,27,3,nitrogen rate,3,nitrogen application timing,2,nitrogen quality,2,,
10.2134/agronj2013.0043,124,2,"Sebeqa (fine-loamy over sandy or sandy-skeletal, mixed, superactive, mesic Typic Argiaqualls)",Pinney-Purdue Agricultural Center near Wanatah,IN,41.44472222,-86.94472222,2011,1,980,,randomized complete block design,,6,4.5,27,3,nitrogen rate,3,nitrogen application timing,2,nitrogen quality,2,,
10.2134/jeq2011.0240,125,0,"Hubbard series (excessively well drained sandy, mixed, frigid Entic Hapludoll with loamy sand texture)",University of Minnesota's Sand Plain Research Farm in Becker,MN,45.38333333,-95.88333333,2009,2,531,cereal rye for 3 years,randomized complete block design,,4,6.1,7.5,1,nitrogen application,4,,,,,,
10.2134/agronj2005.0615,126,1,"Kalona silty clay loam (fine, smetitic, mesic Vertic Endoaquoll)",Crawfordsville,IA,42.054888,-95.367893,1999,2,,soybean production area,randomized complete block design,complete factorial,4,5.32,15,1,"nitrogen type, placement, and rate",2 of each (full factorial),,,,,,
10.2134/agronj2005.0615,126,2,"Camisteo clay loam (fine-loamy, mixed, superactive, calcareous, mesic Typic Endoaquoll)",Kanawha,IA,42.934528,-93.79413,1999,2,,soybean production area,randomized complete block design,complete factorial,4,5.32,15,1,"nitrogen type, placement, and rate",2 of each (full factorial),,,,,,
10.2134/agronj2005.0615,126,3,"Marshall silty clay loam (fine-silty, mixed, superactive, mesic Typic Hapludolls)",Lewis,IA,41.305731,-95.082553,1999,2,,soybean production area,randomized complete block design,complete factorial,4,5.32,15,1,"nitrogen type, placement, and rate",2 of each (full factorial),,,,,,
10.2134/agronj2005.0615,126,4,"Kenyon loam (fine-loamy, mixed, superactive, Typic Hapludoll)",Nashua,IA,42.948564,-92.541708,1999,2,,soybean production area,randomized complete block design,complete factorial,4,5.32,15,1,"nitrogen type, placement, and rate",2 of each (full factorial),,,,,,
10.2134/agronj2005.0615,126,5,"Galva silty clay loam (fine-silty, mixed, superactive, mesic Typic Hapludoll)",Sutherland,IA,42.971944,-95.495911,1999,2,,soybean production area,randomized complete block design,complete factorial,4,5.32,15,1,"nitrogen type, placement, and rate",2 of each (full factorial),,,,,,
10.2134/agronj2003.0339,127,0,"40% Blendon loam, 0 to 1% slope (coarse loamy, mixed, superactive, mesic Pachic Haplustolls), 20% Blendon loam, 1 to 3% slope, and 40% Hord silt loam, 0 to 1% slope (fine-silty, mixed, superactive, mesic Cumulic Haplustolls)",Shelton,NE,40.778494,-98.730772,1994,4,,center pivot irrigated field,randomized complete block design,,5,24.4,780,1,nitrogen application and rate,4,,,,,,
10.2134/agronj2004.5020,128,0,"Nicollet-Webster clay loam soil complex (Aquic Hapludoll and Typic Endoquoll, respectively) with subsurface drainage",University of Minnesota Southern Reseasrch and Outreach Center in Waseca,MN,44.1,-93.86666667,1997,3,,,randomized complete block design,split-plot,4,4.6,15.2,2,tillage,4,nitrogen timing-placement,3,,,,
10.2134/jpa1999.0293,129,0,Crete silt loam (fine montmorillonitic mesic Pachic Argiustolls),South Central Research and Extension Center near Clay Center,NE,40.525064,-98.061138,1993,2,,"long term nitrogen study initiated in 1986 to evaluate the main an dinteractive effects of nitrogen fertilizer rate, tillage, nitrogen application time, and the use of the nitrapyrin on nitrogen use efficiency of irrigated corn and to monitor nitrate in the soil",undescribed,,,,,3,nitrogen placement and timing,2,tillage,2,nitrogen rate,4,,
10.2134/agronj2004.1412,130,0,"Reading silt loam (fine-silty, mixed, superactive, mesic Pachic Argiudolls)",Kansas State University North Agronomy Farm in Manhattan,KS,39.193819,-96.584607,2000,2,,,randomized complete block design,,3,3,6,2,nitrogen placement,2,nitrogen rates in starter fertilizers,4,,,,
10.1080/01904169809365488,131,1,"Drummer silty clay loam, Flanagan silt loam, and Chenoa silty clay loam","Burroughs, Woodford County",IL,40.777092,-89.188376,1993,1,,,randomized complete block design,,4,20,20,1,nitrogen application,2,,,,,,
10.1080/01904169809365488,131,2,"Ipava silt loam, Sable silty clay loam, and Catlin silt loam","Covell, McLean County",IL,40.446593,-89.108585,1993,1,,,randomized complete block design,,4,20,20,1,nitrogen application,2,,,,,,
10.1080/01904169809365488,131,3,"Muscatine silt loam, Harpster silty clay loam, and Sable silty clay loam","Temple #2, LaSalle County",IL,41.497189,-88.943739,1993,1,,,randomized complete block design,,4,20,20,1,nitrogen application,2,,,,,,
10.1080/01904169809365488,131,4,"Lisbon silt loam, Drummer silty clay loam, Flanagan silt loam, and Graymont silt loam","Flieger, Woodford County",IL,40.777092,-89.188376,1993,1,,,randomized complete block design,,4,20,20,1,nitrogen application,2,,,,,,
10.1080/01904169809365488,131,5,"Muscatine silt loam, Harpster silty clay loam, sable silty clay loam, and Peotone silty clay loam","Link #1, LaSalle County",IL,41.497189,-88.943739,1993,1,,,randomized complete block design,,4,20,20,1,nitrogen application,2,,,,,,
10.1080/01904169809365488,131,6,"Tama silt loam, Ipava silt loam, Sable silty clay loam, and Catlin silt loam","Struck, McLean County",IL,40.446593,-89.108585,1993,1,,,randomized complete block design,,4,20,20,1,nitrogen application,2,,,,,,
10.1007/s11104-004-0272-x,132,0,"Drummer silty clay loam (fine-silty, mixed, superactive, mesic Typic Endoquoll)",Urbana,IL,40.09083333,-88.22833333,2001,2,"1,041",,randomized complete block design,split-split-plot arrangement,4,6,4.5,3,nitrogen timing,2,cover crop termination date,4,fertilizater application strategy,3,,
10.2134/agronj2004.0303,133,1,"Pratt loamy fine sand (sandy, mixed, mesic Lamellic Haplustalfs)",Ellinwood,KS,38.25027778,-98.62166667,2001,2,,irrigated continuous maize production,randomized complete block design,,4,6,9.1,1,nitrogen rate & timing,6,,,,,,
10.2134/agronj2004.0304,133,2,"Eudora silt loam (coarse-silty, mixed, superactive, mesic Fluventic Hapludolls)",Rossville,KS,39.11638889,-95.92777778,2001,2,,irrigated continuous maize production,randomized complete block design,,4,4.6,9.1,1,nitrogen rate & timing,6,,,,,,
10.2134/agronj2004.0305,133,3,"Carr fine sandy loam (coarse-loamy, mixed, superactive, calcareous, mesic Typic Udifluvents)",Scandia,KS,39.77305556,-97.78861111,2001,2,,irrigated continuous maize production,randomized complete block design,,4,6,9.1,1,nitrogen rate & timing,6,,,,,,
10.2134/agronj2004.0306,133,4,"Eudora silt loam (coarse-silty, mixed, superactive, mesic Fluventic Hapludolls)",Manhattan,KS,39.13388889,-96.61916667,2001,2,,irrigated continuous maize production,randomized complete block design,,4,6,9.1,1,nitrogen rate & timing,6,,,,,,
10.2134/agronj2006.0172,134,1,"Clarion (fine-loamy, mixed, superactive, mesic Typic Hapludoll) and Canisteo (fine-loamy, mixed, superactive, calcareous, mesic Typic Endoaquoll)",,IA,42.223992,-93.750762,1998,4,,fixed phosphorus fertilization,randomized complete block design,,3.5,19.8,407.5,1,phoshorus application,3,,,,,,
10.2134/agronj2006.0173,134,2,"Webster (fine-loamy, mixed, superactive, mesic Typic Endoaquoll) and Clarion (fine-loamy, mixed, superactive, mesic Typic Hapludoll) ",,IA,42.223992,-93.750762,1998,4,,fixed phosphorus fertilization,randomized complete block design,,3.5,19.8,407.5,1,phoshorus application,3,,,,,,
10.2134/agronj2006.0174,134,3,"Nicollet (Aquic Hapludolls) and Clarion (fine-loamy, mixed, superactive, mesic Typic Hapludoll) ",,IA,42.223992,-93.750762,1998,4,,fixed phosphorus fertilization,randomized complete block design,,3.5,19.8,407.5,1,phoshorus application,3,,,,,,
10.2134/agronj2006.0175,134,4,"Webster (fine-loamy, mixed, superactive, mesic Typic Endoaquolls) and Canisteo (fine-loamy, mixed, superactive, calcareous, mesic Typic Endoaquoll)",,IA,42.223992,-93.750762,1999,3,,fixed phosphorus fertilization,randomized complete block design,,3.5,19.8,407.5,1,phoshorus application,3,,,,,,
10.2134/agronj2006.0176,134,5,"Marshall (fine-silty, mixed, superactive, mesic Typic Hapludoll) and Exira (Typic Hapludolls)",,IA,42.223992,-93.750762,1999,3,,fixed phosphorus fertilization,randomized complete block design,,3.5,19.8,407.5,1,phoshorus application,3,,,,,,
10.2134/agronj2006.0177,134,6,"Marshall (fine-silty, mixed, superactive, mesic Typic Hapludoll) and Cumulic Endoaquolls)",,IA,42.223992,-93.750762,1999,3,,fixed phosphorus fertilization,randomized complete block design,,3.5,19.8,407.5,1,phoshorus application,3,,,,,,
10.2134/agronj2007.0174,135,1,"Hall (fine-silty, mixed, mesic Pachic Argiustolls) and Wood River (fine, smectitic, mesic Typic Natrustolls) silt loams",Cairo,NE,40.97875,-98.59361111,2003,2,,,strip trials,,3,,,2,nitrogent application,2,cash crop planting density,2,,,,
10.2134/agronj2007.0174,135,2,"Thurman loamy fine sand (mixed, mesic Udorthentic Haplustolls), Muir silt loam (superractive, mesic Cumulic Haplustolls), Ovina-Thurman coarse-loamy sand (mixed, mesic Fluvaquentic Haplustolls), and Brocksburg sandy loam (mixed, mesic Pachic Argiustolls)",Bellwood,NE,41.32611111,-98.33555556,2003,2,,,strip trials (2003) and randomized factorial split-plot arrangement (2004),,3,,,2,nitrogent application,2,cash crop planting density,3,,,,
10.2134/jeq2016.06.0237,136,0,"Marna silty clay loam (Fine, smectitic, mesic Vertic Endoaquolls) and Nicollet silty clay loam (Fine-loamy, mixed, superactive, mesic Aquic Hapludolls)",Wells,MN,43.85437778,-93.72972222,2014,2,,previously a tile drainage experimental site,randomized complete block design,split-plot,4,3,9,2,drainage system,2,nitrogen management,3,,,,
10.2134/jeq2017.03.0109,137,0,"Milford silty clay loam (fine, mixed, superactive, mesic Typic Endoaquolls)",Filson,IL,38.2,-88.38333333,2002,3,,active farm rotating maize and soybean with established tile drainage,randomized complete block design,,3,1.5,4.5,1,nitrogen application timing,4,,,,,,
10.2134/jpa1992.0142,138,1,"Clarion-Nicollet (fine-loamy, mixed, mesic Typic Hapludoll-fine-loamy, mixed, mesic Aquic Hapludoll)",Ames,IA,42.025546,-93.631183,1986,2,,,randomized complete block design,,3,1.4,12.2,1,nitrogen rate and application timing,21,,,,,,
10.2134/jpa1992.0142,138,2,"Nicollet (fine-loam, mixed mesic Aquic Hapludoll)",North Iowa Research Center near Kanawha,IA,42.931138,-93.793196,1986,2,,,randomized complete block design,,3,1.4,12.2,1,nitrogen rate and application timing,21,,,,,,
10.2134/agronj1992.00021962008400030026x,139,0,"Nicollet (fine-loam, mixed mesic Aquic Hapludoll)",Agronomy and Agricultural Engineering Research Center near Ames,IA,42.031276,-93.642463,1984,3,,"continuous no-till maize since 1980, and no fertilizer nitrogen applied the 2 year before the study began",4 by 4 Latin square,,,,,1,nitrogen management system,4,,,,,,
10.2134/agronj1994.00021962008600060036x,140,1,"Hoytville silty clay (fine, illitic, mesic Mollic Ochraqualf)",Northwest Branch of the Ohio Agricultural Research and Development Center near Hoytville,OH,41.432898,-83.744318,1986,3,514,,randomized complete block design,spli-split-split-plot,4,3,12,4,planting date,2,maize hybrid,2,maize plant population,4,nitrogen rate and application timings,8
10.2134/agronj1994.00021962008600060036x,140,2,"Riddles silt loam (fine-loamy, mixed, mesic Typic Hapludalf)",Ohio Agricultural Research and Development Center campus near Wooster,OH,40.782085,-81.930526,1987,2,568,,randomized complete block design,spli-split-split-plot,4,3,9,4,planting date,2,maize hybrid,2,maize plant population,4,nitrogen rate and application timings,8
10.2136/sssaj1997.03615995006100060022x,141,1,Mt. Carroll silt loam,Goodhue County,MN,44.417021,-92.730143,1982,3,,,randomized complete block design,,4,6,9,1,nitrogen rate and application timing,4,,,,,,
10.2136/sssaj1997.03615995006100060022x,141,2,Webster clay loam,University of Minnesota Southern Experiment Station in Waseca,MN,44.078287,-93.524517,1982,3,,,randomized complete block design,,4,6,9,1,nitrogen rate and application timing,4,,,,,,
10.2134/agronj1998.00021962009000050011x,142,1,"Sharpsburg silty clay loam (fine, smectitic, mesic Typic Argiudoll)",University of Nebraska Field Laboratory at Mead,NE,41.168422,-96.466542,1992,5,,,randomized complete block design,split-split-plot,4,9.1,24.4,3,tillage and residue management,4,nitrogen rates,4,nitrogen application placement,2,,
10.2134/agronj1998.00021962009000050011x,142,2,"Hastings silt loam (fine, smectitic, mesic Udic Argiustoll)",South Central Research and Education Center at Clay Center,NE,40.525064,-98.061116,1992,5,,,randomized complete block design,split-split-plot,4,9.1,24.4,3,tillage and residue management,4,nitrogen rates,4,nitrogen application placement,2,,
10.2136/sssaj2002.0544,143,1,"Crete silt loam (fine, montmorillonitic, mesic Pachic Argiustolls)",Clay County,NE,40.544603,-98.029033,1994,3,,"previously in maize, center pivot irrigated",randomized strip block,,5,6.1,512,1,nitrogen application type,3,,,,,,
10.2136/sssaj2002.0545,143,2,"Hord silt loam (fine-silty, mixed, mesic Cumulic Haplustolls) & Cozad silt loam (fine-silty, mixed, mesic Typic Haplustolls)",Lincoln County,NE,41.056416,-100.757694,1994,3,,"previously in maize, furrow irrigated",randomized strip block,,5,6.1,288,1,nitrogen application type,3,,,,,,
10.2136/sssaj2002.0546,143,3,"Hord silt loam (fine-silty, mixed, mesic Cumulic Haplustolls)  & Blendon loam and fine sandy loam (coarse-loamy, mixed, mesic Pachic Haplustolls)",Buffalo County (I),NE,40.888153,-99.012702,1994,4,,"previously in maize, furrow irrigated",randomized strip block,,5,6.1,774,1,nitrogen application type,3,,,,,,
10.2136/sssaj2002.0547,143,4,"Alda loam (coarse-loamy, mixed, mesic Fluvaquentic Haplustolls) & Platte-Alda complex (sandy, mixed, mesic Mollic Fluvaquents)",Buffalo County (II),NE,40.888153,-99.012702,1994,3,,"previously in maize, furrow irrigated",randomized strip block,,5,6.1,329,1,nitrogen application type,3,,,,,,
10.2134/jpa1997.0300,144,0,Webster clay loam,University of Minnesota Southern Experiment Station in Waseca,MN,44.078287,-93.524517,1986,3,,,randomized complete block design,,4.5,3,16.8,1,nitrogen rate and application timing,12,,,,,,
10.2134/agronj2013.0104,145,0,"Nicollet loam (fine-loamy, mixed, superactive, mesic Aquic Hapludolls), Okoboji silty clay loam (fine, smectitic, mesic, cumulic Vertic Endoaquolls), Harps loam (fineloamy, mixed, superactive, mesic Typic Calciaquolls), Canisteo silty clay loam (fine-loamy, mixed, superactive, calcareous, mesic Typic Endoaquolls), and Clarion loam (fine-loamy, mixed, superactive, mesic Typic Hapludolls)",Kelley Research Farm located northwest of Ames,IA,42.04756111,-93.73083333,2008,3,,,randomized complete block design,,5,15,42,1,nitrogen form and application timing,15,,,,,,
