"","DOI","Paper_id","State","Latitude","Longitude","Year_start","Years_num","Annual_precip","Reps","Trtmt_main","NAME"
"118","10.2134/agronj2005.0615",126,"IA",42.97,-95.5,1999,2,NA,"4","nitrogen type, placement, and rate","O'Brien"
"119","http://www.scopus.com/inward/record.url?scp=0037346504&partnerID=8YFLogxK",127,"NE",40.78,-98.73,1994,4,NA,"5","nitrogen application and rate","Buffalo"
"120","10.2134/agronj2004.5020",128,"MN",44.06,-93.52,1997,3,NA,"4","tillage","Waseca"
"121","10.2134/jpa1999.0293",129,"NE",40.53,-98.05,1993,2,NA,NA,"nitrogen placement and timing","Clay"
"122","10.2134/agronj2004.1412",130,"KS",39.19,-96.6,2000,2,NA,"3","nitrogen placement","Riley"
"123","10.1080/01904169809365488",131,"IL",40.78,-89.16,1993,1,NA,"4","nitrogen application","Woodford"
"124","10.1080/01904169809365488",131,"IL",40.47,-88.88,1993,1,NA,"4","nitrogen application","McLean"
"125","10.1080/01904169809365488",131,"IL",41.37,-88.92,1993,1,NA,"4","nitrogen application","LaSalle"
"126","10.1080/01904169809365488",131,"IL",40.78,-89.16,1993,1,NA,"4","nitrogen application","Woodford"
"127","10.1080/01904169809365488",131,"IL",41.37,-88.92,1993,1,NA,"4","nitrogen application","LaSalle"
"128","10.1080/01904169809365488",131,"IL",40.51,-88.87,1993,1,NA,"4","nitrogen application","McLean"
"129","10.1007/s11104-004-0272-x",132,"IL",40.09,-88.23,2001,2,1041,"4","nitrogen timing","Champaign"
"130","10.2134/agronj2004.0303",133,"KS",38.25,-98.62,2001,2,NA,"4","nitrogen rate & timing","Stafford"
"131","10.2134/agronj2004.0304",133,"KS",39.12,-95.93,2001,2,NA,"4","nitrogen rate & timing","Shawnee"
"132","10.2134/agronj2004.0305",133,"KS",39.77,-97.79,2001,2,NA,"4","nitrogen rate & timing","Republic"
"133","10.2134/agronj2004.0306",133,"KS",39.13,-96.62,2001,2,NA,"4","nitrogen rate & timing","Riley"
"134","10.2134/agronj2006.0172",134,"IA",42.17,-93.78,1998,4,NA,"3.5","phoshorus application","Boone"
"135","10.2134/agronj2006.0173",134,"IA",42.17,-93.78,1998,4,NA,"3.5","phoshorus application","Boone"
"136","10.2134/agronj2006.0174",134,"IA",42.17,-93.78,1998,4,NA,"3.5","phoshorus application","Boone"
"137","10.2134/agronj2006.0175",134,"IA",42.17,-93.78,1999,3,NA,"3.5","phoshorus application","Boone"
"138","10.2134/agronj2006.0176",134,"IA",42.17,-93.78,1999,3,NA,"3.5","phoshorus application","Boone"
"139","10.2134/agronj2006.0177",134,"IA",42.17,-93.78,1999,3,NA,"3.5","phoshorus application","Boone"
"140","10.2134/agronj2007.0174",135,"NE",40.98,-98.59,2003,2,NA,"3","nitrogent application","Hall"
"141","10.2134/agronj2007.0174",135,"NE",41.33,-98.34,2003,2,NA,"3","nitrogent application","Howard"
"142","10.2134/jeq2016.06.0237",136,"MN",43.85,-93.73,2014,2,NA,"4","drainage system","Waseca"
"143","10.2134/jeq2017.03.0109",137,"IL",37.72,-88.23,2002,3,NA,"3","nitrogen application timing","Gallatin"
"144","10.2134/jpa1992.0142",138,"IA",42.02,-93.63,1986,2,NA,"3","nitrogen rate and application timing","Story"
"145","10.2134/jpa1992.0142",138,"IA",42.17,-93.78,1986,2,NA,"3","nitrogen rate and application timing","Boone"
"146","10.2134/agronj1992.00021962008400030026x",139,"IA",42.17,-93.78,1984,3,NA,NA,"nitrogen management system","Boone"
"147","10.2134/agronj1994.00021962008600060036x",140,"OH",41.19,-83.79,1986,3,514,"4","planting date","Wood"
"148","10.2134/agronj1994.00021962008600060036x",140,"OH",40.81,-81.94,1987,2,568,"4","planting date","Wayne"
"149","10.2136/sssaj1997.03615995006100060022x",141,"MN",44.41,-92.74,1982,3,NA,"4","nitrogen rate and application timing","Goodhue"
"150","10.2136/sssaj1997.03615995006100060022x",141,"MN",44.08,-93.5,1982,3,NA,"4","nitrogen rate and application timing","Waseca"
"151","10.2134/agronj1998.00021962009000050011x",142,"NE",41.23,-96.5,1992,5,NA,"4","tillage and residue management","Saunders"
"152","10.2134/agronj1998.00021962009000050011x",142,"NE",40.56,-98.06,1992,5,NA,"4","tillage and residue management","Clay"
"153","10.2136/sssaj2002.0544",143,"NE",40.51,-98.07,1994,3,NA,"5","nitrogen application type","Clay"
"154","10.2136/sssaj2002.0545",143,"NE",41.07,-100.82,1994,3,NA,"5","nitrogen application type","Lincoln"
"155","10.2136/sssaj2002.0546",143,"NE",40.86,-99.1,1994,4,NA,"5","nitrogen application type","Buffalo"
"156","10.2136/sssaj2002.0547",143,"NE",40.86,-99.1,1994,3,NA,"5","nitrogen application type","Buffalo"
"157","10.1111/1365-2664.12924",70,"IN",40.263035,-85.152023,2012,2,NA,"4.0","neonicotinoid-treated seed","Randolph"
"158","10.1111/1365-2664.12924",70,"IN",41.446398,-86.941901,2012,3,NA,"4.0","neonicotinoid-treated seed","Porter"
"159","10.1111/1365-2664.12924",70,"IN",40.300682,-86.902448,2012,3,NA,"4.0","neonicotinoid-treated seed","Tippecanoe"
"160","10.1002/ps.4602",71,"IN",40.300682,-86.902448,2012,2,NA,"4.0","early season pest management","Tippecanoe"
"161","10.1002/ps.4602",71,"IA",41.982225,-93.639749,2012,2,NA,"4.0","early season pest management","Story"
"162","10.1002/ps.4602",71,"MN",44.242425,-95.308314,2012,2,NA,"4.0","early season pest management","Redwood"
"163","10.1002/ps.4602",71,"ND",46.600221,-97.176631,2012,2,NA,"4.0","early season pest management","Richland"
"164","10.1002/ps.4602",71,"ND",46.928519,-97.002872,2012,1,NA,"4.0","early season pest management","Cass"
"165","10.1002/ps.4602",71,"SD",44.299763,-96.922711,2012,2,NA,"4.0","early season pest management","Brookings"
"166","10.1002/ps.4602",71,"WI",43.29795,-89.348524,2013,1,NA,"4.0","early season pest management","Columbia"
"167","10.1002/ps.4602",71,"KS",39.143831,-96.633759,2012,2,NA,"4.0","early season pest management","Riley"
"168","10.1002/ps.4602",71,"ND",47.836174,-97.308994,2013,1,NA,"4.0","early season pest management","Grand Forks"
"169","10.1002/ps.4602",71,"ND",47.013136,-96.836685,2013,1,NA,"4.0","early season pest management","Cass"
"170","10.1016/j.cropro.2017.03.004",72,"SD",44.32,-96.92,2013,2,NA,"4.0","early season pest management","Brookings"
"171","10.1016/j.cropro.2017.03.004",72,"SD",45.1,-96.93,2013,2,NA,"6.0","early season pest management","Codington"
"172","10.1094/PD-89-0262",73,"IL",40.12,-88.2,2000,3,NA,"3 to 4","neonicotinoid seed treatments and rate","Champaign"
"173","10.1094/PD-89-0262",73,"IL",40.42,-89.78,2000,1,NA,"3 to 4","neonicotinoid seed treatments and rate","Mason"
"174","10.1094/PD-89-0262",73,"IL",40,-88.95,2002,1,NA,"3 to 4","neonicotinoid seed treatments and rate","Macon"
"175","10.1016/0261-2194(92)90057-C",74,"IL",40.12,-88.2,1989,2,NA,"5.0","soil applied insecticides","Champaign"
"176","10.1016/j.cropro.2005.03.013",75,"IL",40.36,-89.57,2002,2,NA,"4.0","fungicide seed treatments","Tazewell"
"177","10.1111/j.1439-0418.2011.01656.x",76,"IL",41.77,-89.95,2007,2,NA,"4.0","soybean lines & insecticidal seed treatment","Whiteside"
"178","10.1016/0261-2194(93)90096-2",77,"OH",40.82,-81.93,1987,2,NA,"4.0","cash crop planting time","Wayne"
"179","10.1017/S0890037X00038793",78,"MN",44.08,-93.51,1991,1,NA,"6.0","insecticide placement & rate","Waseca"
"180","10.1017/S0890037X00038793",78,"MI",42.75,-84.48,1991,1,NA,"6.0","insecticide placement & rate","Ingham"
"181","10.1017/S0890037X00038793",78,"WI",43.33,-89.37,1991,1,NA,"6.0","insecticide placement & rate","Columbia"
"182","10.1017/S0890037X00038793",78,"MN",44.08,-93.51,1991,1,NA,"3.0","insecticide","Waseca"
"183","10.1017/S0890037X00038793",78,"MI",42.75,-84.48,1991,1,NA,"3.0","insecticide","Ingham"
"184","10.1017/S0890037X00038793",78,"WI",43.33,-89.37,1991,1,NA,"3.0","insecticide","Columbia"
"185","10.1093/jee/92.4.954",79,"NE",41.16,-96.54,1997,2,NA,"4.0","insecticide","Saunders"
"186","10.1093/jee/92.4.954",79,"NE",40.81,-96.68,1997,2,NA,"4.0","insecticide","Lancaster"
"187","10.1093/jee/tov081",80,"IN",40.300682,-86.902448,2010,2,NA,"3.0","seed blend & insecticide","Tippecanoe"
"188","10.1093/jee/tov081",80,"IL",40.15,-88.21,2010,2,NA,"3.0","seed blend & insecticide","Champaign"
"189","10.1093/jee/tov081",80,"MO",39.01,-92.36,2010,2,NA,"3.0","seed blend & insecticide","Boone"
"190","10.1093/jee/tov081",80,"IA",41.982225,-93.639749,2010,2,NA,"3.0","seed blend & insecticide","Story"
"191","10.1093/jee/tov081",80,"IA",43.22,-94.21,2010,1,NA,"3.0","seed blend & insecticide","Kossuth"
"192","10.1093/jee/tov081",80,"NE",41.26,-96.66,2011,1,NA,"3.0","seed blend & insecticide","Saunders"
"193","10.2135/cropsci2014.02.0114",81,"WI",43.30222222,-89.33555556,2012,2,NA,"4.0","seed treatment & seeding rate","Columbia"
"194","10.2135/cropsci2014.02.0114",81,"WI",42.72583333,-89.02138889,2012,2,NA,"4.0","seed treatment & seeding rate","Rock"
"195","10.2135/cropsci2014.02.0114",81,"WI",42.83027778,-90.78916667,2012,2,NA,"4.0","seed treatment & seeding rate","Grant"
"196","10.2135/cropsci2014.02.0114",81,"WI",43.72611111,-88.57166667,2012,2,NA,"4.0","seed treatment & seeding rate","Fond du Lac"
"197","10.2135/cropsci2014.02.0114",81,"WI",44.07416667,-91.33277778,2012,2,NA,"4.0","seed treatment & seeding rate","Trempealeau"
"198","10.2135/cropsci2014.02.0114",81,"WI",44.11944444,-89.53527778,2012,2,NA,"4.0","seed treatment & seeding rate","Waushara"
"199","10.2135/cropsci2014.02.0114",81,"WI",44.95,-91.35027778,2012,2,NA,"4.0","seed treatment & seeding rate","Chippewa"
"200","10.2135/cropsci2014.02.0114",81,"WI",44.64138889,-90.13305556,2012,2,NA,"4.0","seed treatment & seeding rate","Wood"
"201","10.2135/cropsci2014.02.0114",81,"WI",44.52361111,-88.32944444,2012,2,NA,"4.0","seed treatment & seeding rate","Outagamie"
"202","10.2135/cropsci2014.03.0200",82,"WI",43.30222222,-89.33555556,2012,2,508,"4.0","planting date","Columbia"
"203","10.2134/agronj14.0277",83,"WI",43.30222222,-89.33555556,2011,3,NA,"4.0","seed treatment & seed variety","Columbia"
"204","10.2134/agronj14.0277",83,"WI",42.72583333,-89.02138889,2011,3,NA,"4.0","seed treatment & seed variety","Rock"
"205","10.2134/agronj14.0277",83,"WI",42.83027778,-90.78916667,2011,3,NA,"4.0","seed treatment & seed variety","Grant"
"206","10.2134/agronj14.0277",83,"WI",43.72611111,-88.57166667,2011,3,NA,"4.0","seed treatment & seed variety","Fond du Lac"
"207","10.2134/agronj14.0277",83,"WI",44.07416667,-91.33277778,2011,3,NA,"4.0","seed treatment & seed variety","Trempealeau"
"208","10.2134/agronj14.0277",83,"WI",44.11944444,-89.53527778,2011,3,NA,"4.0","seed treatment & seed variety","Waushara"
"209","10.2134/agronj14.0277",83,"WI",44.95,-91.35027778,2011,3,NA,"4.0","seed treatment & seed variety","Chippewa"
"210","10.2134/agronj14.0277",83,"WI",44.64138889,-90.13305556,2011,3,NA,"4.0","seed treatment & seed variety","Wood"
"211","10.2134/agronj14.0277",83,"WI",44.52361111,-88.32944444,2011,3,NA,"4.0","seed treatment & seed variety","Outagamie"
"212","10.2134/agronj14.0277",83,"WI",42.7675,-88.46777778,2011,3,NA,"4.0","seed treatment & seed variety","Walworth"
"213","10.1603/EC14047",84,"SD",44.32,-96.92,2011,3,NA,NA,"seed line","Brookings"
"214","10.1603/EC14047",84,"MN",44.23,-95.27,2011,3,NA,NA,"seed line","Redwood"
"215","10.1603/EC14047",84,"WI",43.30222222,-89.33555556,2011,3,NA,NA,"seed line","Columbia"
"216","10.1603/EC14047",84,"IA",42.95,-92.54,2011,3,NA,NA,"seed line","Chickasaw"
"217","10.1603/EC14047",84,"IA",42.02,-93.64,2011,3,NA,NA,"seed line","Story"
"218","10.1603/EC14047",84,"PA",40.88,-78.43,2011,3,NA,NA,"seed line","Clearfield"
"219","10.1603/EC14047",84,"KS",39.8,-97.78,2011,3,NA,NA,"seed line","Republic"
"220","10.1603/EC14047",84,"ND",46.96,-97.02,2012,2,NA,NA,"seed line","Cass"
"221","10.1111/j.1439-0418.2012.01716.x",85,"OH",40.76666667,-81.94527778,2006,2,NA,"4.0","planting date","Wayne"
"222","10.1111/j.1439-0418.2012.01716.x",85,"OH",39.85,-83.69583333,2006,2,NA,"4.0","planting date","Clark"
"223","10.2135/cropsci2011.06.0311",86,"WI",43.30222222,-89.33555556,2008,3,NA,"4.0","seed treatment","Columbia"
"224","10.2135/cropsci2011.06.0311",86,"WI",42.72583333,-89.02138889,2008,3,NA,"4.0","seed treatment","Rock"
"225","10.2135/cropsci2011.06.0311",86,"WI",42.83027778,-90.78916667,2008,3,NA,"4.0","seed treatment","Grant"
"226","10.2135/cropsci2011.06.0311",86,"WI",43.72611111,-88.57166667,2008,3,NA,"4.0","seed treatment","Fond du Lac"
"227","10.2135/cropsci2011.06.0311",86,"WI",44.07416667,-91.33277778,2008,3,NA,"4.0","seed treatment","Trempealeau"
"228","10.2135/cropsci2011.06.0311",86,"WI",44.11944444,-89.53527778,2008,3,NA,"4.0","seed treatment","Waushara"
"229","10.2135/cropsci2011.06.0311",86,"WI",44.95,-91.35027778,2008,3,NA,"4.0","seed treatment","Chippewa"
"230","10.2135/cropsci2011.06.0311",86,"WI",44.64138889,-90.13305556,2008,3,NA,"4.0","seed treatment","Wood"
"231","10.2135/cropsci2011.06.0311",86,"WI",44.52361111,-88.32944444,2008,3,NA,"4.0","seed treatment","Outagamie"
"232","10.1007/s10658-009-9545-9",87,"IO",42.03,-93.65,2007,1,NA,"5.0","seed treatment","Story"
"233","10.1007/s10658-009-9545-9",87,"IO",42.95,-92.54,2007,1,NA,"5.0","seed treatment","Chickasaw"
"234","10.1603/029.102.0613",88,"IA",42.05,-93.48,2005,3,NA,"4 to 6","pest management","Story"
"235","10.1603/029.102.0613",88,"IA",41.03,-93.36,2005,3,NA,"4 to 6","pest management","Lucas"
