"Paper_id","Duration","Year_result","Loc_multi_results","Review","Group_RV","Response_var","RV_depth","RV_year","Response_var_units","Stat_test","Stat_type","Trt_id1","Trt1_interaction","Trt1_interaction2","Trt1_value","Trt_id2","Trt2_interaction","Trt2_interaction2","Trt2_value","Sig_level","Effect","Effect_norm","finelevel_group","Trt_id1name","Trt_id1description","Trt_id2name","Trt_id2description","Reviewers_results_short","Reviewers_results_long","Authors_comments","Res_key","group_level1","group_level2","group_level3","per_change","actual_diff","Tillage_1","Tillage_2","sample_depth"
1,"2001-8","0",0,"Cover crop","Soil","soil loss","",7,"Mt/ha/yr","LSD","mean",0,3,NA,22.4,1,3,NA,28.6,"ns",0,0,"mono","no cover crop","no winter cover crop, chisel plow applied preceeding cash crop","winter rye (corn), hairy vetch (soybean)","maize: cereal rye / soybean: hairy vetch, chisel plow applied preceeding cash crop","cover crops did not alter soil organic carbon levels in no-tillage, moldboard plow, and chisel plow systems compared to the same tillage system without cover crop. ","For each tillage treatment with cover crops, there was no observable net increase in soil carbon sequestration when compared with the soil organic carbon levels for each tillage treatment without cover crops in 2000. ","All three tillage systems with cover crops had statistically similar SOC levels with the same tillage system without a cover crop. No soil carbon sequestration (net increase) occurred over time for any of the tillage treatments with cover crops when compared with 2000 SOC levels for each treatment. The NT system seems to have resulted in reduced soil erosion and maintained more SOC than that in the MP and CP systems with or without a cover crop.",2,"Other Soil Properties","Physical Properties","Erosion",27.6785714285714,6.2,"Single species","Rotation of Cover Crops",NA
1,"2001-8","0",0,"Cover crop","Soil","soil loss","",8,"Mt/ha/yr","LSD","mean",0,3,NA,22.4,1,3,NA,28.6,"ns",0,0,"mono","no cover crop","no winter cover crop, chisel plow applied preceeding cash crop","winter rye (corn), hairy vetch (soybean)","maize: cereal rye / soybean: hairy vetch, chisel plow applied preceeding cash crop","cover crops did not alter soil organic carbon levels in no-tillage, moldboard plow, and chisel plow systems compared to the same tillage system without cover crop. ","For each tillage treatment with cover crops, there was no observable net increase in soil carbon sequestration when compared with the soil organic carbon levels for each tillage treatment without cover crops in 2000. ","All three tillage systems with cover crops had statistically similar SOC levels with the same tillage system without a cover crop. No soil carbon sequestration (net increase) occurred over time for any of the tillage treatments with cover crops when compared with 2000 SOC levels for each treatment. The NT system seems to have resulted in reduced soil erosion and maintained more SOC than that in the MP and CP systems with or without a cover crop.",2,"Other Soil Properties","Physical Properties","Erosion",27.6785714285714,6.2,"Single species","Rotation of Cover Crops",NA
1,"2001-8","0",0,"Cover crop","Soil","soil loss","",1,"Mt/ha/yr","LSD","mean",0,4,NA,8.1,1,4,NA,6.2,"ns",0,0,"mono","no cover crop","no winter cover crop, no-tillage applied preceeding cash crop","winter rye (corn), hairy vetch (soybean)","maize: cereal rye / soybean: hairy vetch, no-tillage applied preceeding cash crop","cover crops did not alter soil organic carbon levels in no-tillage, moldboard plow, and chisel plow systems compared to the same tillage system without cover crop. ","For each tillage treatment with cover crops, there was no observable net increase in soil carbon sequestration when compared with the soil organic carbon levels for each tillage treatment without cover crops in 2000. ","All three tillage systems with cover crops had statistically similar SOC levels with the same tillage system without a cover crop. No soil carbon sequestration (net increase) occurred over time for any of the tillage treatments with cover crops when compared with 2000 SOC levels for each treatment. The NT system seems to have resulted in reduced soil erosion and maintained more SOC than that in the MP and CP systems with or without a cover crop.",3,"Other Soil Properties","Physical Properties","Erosion",-23.4567901234568,-1.9,"Single species","Rotation of Cover Crops",NA
1,"2001-8","0",0,"Cover crop","Soil","soil loss","",2,"Mt/ha/yr","LSD","mean",0,4,NA,8.1,1,4,NA,6.2,"ns",0,0,"mono","no cover crop","no winter cover crop, no-tillage applied preceeding cash crop","winter rye (corn), hairy vetch (soybean)","maize: cereal rye / soybean: hairy vetch, no-tillage applied preceeding cash crop","cover crops did not alter soil organic carbon levels in no-tillage, moldboard plow, and chisel plow systems compared to the same tillage system without cover crop. ","For each tillage treatment with cover crops, there was no observable net increase in soil carbon sequestration when compared with the soil organic carbon levels for each tillage treatment without cover crops in 2000. ","All three tillage systems with cover crops had statistically similar SOC levels with the same tillage system without a cover crop. No soil carbon sequestration (net increase) occurred over time for any of the tillage treatments with cover crops when compared with 2000 SOC levels for each treatment. The NT system seems to have resulted in reduced soil erosion and maintained more SOC than that in the MP and CP systems with or without a cover crop.",3,"Other Soil Properties","Physical Properties","Erosion",-23.4567901234568,-1.9,"Single species","Rotation of Cover Crops",NA
1,"2001-8","0",0,"Cover crop","Soil","soil loss","",3,"Mt/ha/yr","LSD","mean",0,4,NA,8.1,1,4,NA,6.2,"ns",0,0,"mono","no cover crop","no winter cover crop, no-tillage applied preceeding cash crop","winter rye (corn), hairy vetch (soybean)","maize: cereal rye / soybean: hairy vetch, no-tillage applied preceeding cash crop","cover crops did not alter soil organic carbon levels in no-tillage, moldboard plow, and chisel plow systems compared to the same tillage system without cover crop. ","For each tillage treatment with cover crops, there was no observable net increase in soil carbon sequestration when compared with the soil organic carbon levels for each tillage treatment without cover crops in 2000. ","All three tillage systems with cover crops had statistically similar SOC levels with the same tillage system without a cover crop. No soil carbon sequestration (net increase) occurred over time for any of the tillage treatments with cover crops when compared with 2000 SOC levels for each treatment. The NT system seems to have resulted in reduced soil erosion and maintained more SOC than that in the MP and CP systems with or without a cover crop.",3,"Other Soil Properties","Physical Properties","Erosion",-23.4567901234568,-1.9,"Single species","Rotation of Cover Crops",NA
1,"2001-8","0",0,"Cover crop","Soil","soil loss","",4,"Mt/ha/yr","LSD","mean",0,4,NA,8.1,1,4,NA,6.2,"ns",0,0,"mono","no cover crop","no winter cover crop, no-tillage applied preceeding cash crop","winter rye (corn), hairy vetch (soybean)","maize: cereal rye / soybean: hairy vetch, no-tillage applied preceeding cash crop","cover crops did not alter soil organic carbon levels in no-tillage, moldboard plow, and chisel plow systems compared to the same tillage system without cover crop. ","For each tillage treatment with cover crops, there was no observable net increase in soil carbon sequestration when compared with the soil organic carbon levels for each tillage treatment without cover crops in 2000. ","All three tillage systems with cover crops had statistically similar SOC levels with the same tillage system without a cover crop. No soil carbon sequestration (net increase) occurred over time for any of the tillage treatments with cover crops when compared with 2000 SOC levels for each treatment. The NT system seems to have resulted in reduced soil erosion and maintained more SOC than that in the MP and CP systems with or without a cover crop.",3,"Other Soil Properties","Physical Properties","Erosion",-23.4567901234568,-1.9,"Single species","Rotation of Cover Crops",NA
1,"2001-8","0",0,"Cover crop","Soil","soil loss","",5,"Mt/ha/yr","LSD","mean",0,4,NA,8.1,1,4,NA,6.2,"ns",0,0,"mono","no cover crop","no winter cover crop, no-tillage applied preceeding cash crop","winter rye (corn), hairy vetch (soybean)","maize: cereal rye / soybean: hairy vetch, no-tillage applied preceeding cash crop","cover crops did not alter soil organic carbon levels in no-tillage, moldboard plow, and chisel plow systems compared to the same tillage system without cover crop. ","For each tillage treatment with cover crops, there was no observable net increase in soil carbon sequestration when compared with the soil organic carbon levels for each tillage treatment without cover crops in 2000. ","All three tillage systems with cover crops had statistically similar SOC levels with the same tillage system without a cover crop. No soil carbon sequestration (net increase) occurred over time for any of the tillage treatments with cover crops when compared with 2000 SOC levels for each treatment. The NT system seems to have resulted in reduced soil erosion and maintained more SOC than that in the MP and CP systems with or without a cover crop.",3,"Other Soil Properties","Physical Properties","Erosion",-23.4567901234568,-1.9,"Single species","Rotation of Cover Crops",NA
1,"2001-8","0",0,"Cover crop","Soil","soil loss","",6,"Mt/ha/yr","LSD","mean",0,4,NA,8.1,1,4,NA,6.2,"ns",0,0,"mono","no cover crop","no winter cover crop, no-tillage applied preceeding cash crop","winter rye (corn), hairy vetch (soybean)","maize: cereal rye / soybean: hairy vetch, no-tillage applied preceeding cash crop","cover crops did not alter soil organic carbon levels in no-tillage, moldboard plow, and chisel plow systems compared to the same tillage system without cover crop. ","For each tillage treatment with cover crops, there was no observable net increase in soil carbon sequestration when compared with the soil organic carbon levels for each tillage treatment without cover crops in 2000. ","All three tillage systems with cover crops had statistically similar SOC levels with the same tillage system without a cover crop. No soil carbon sequestration (net increase) occurred over time for any of the tillage treatments with cover crops when compared with 2000 SOC levels for each treatment. The NT system seems to have resulted in reduced soil erosion and maintained more SOC than that in the MP and CP systems with or without a cover crop.",3,"Other Soil Properties","Physical Properties","Erosion",-23.4567901234568,-1.9,"Single species","Rotation of Cover Crops",NA
1,"2001-8","0",0,"Cover crop","Soil","soil loss","",7,"Mt/ha/yr","LSD","mean",0,4,NA,8.1,1,4,NA,6.2,"ns",0,0,"mono","no cover crop","no winter cover crop, no-tillage applied preceeding cash crop","winter rye (corn), hairy vetch (soybean)","maize: cereal rye / soybean: hairy vetch, no-tillage applied preceeding cash crop","cover crops did not alter soil organic carbon levels in no-tillage, moldboard plow, and chisel plow systems compared to the same tillage system without cover crop. ","For each tillage treatment with cover crops, there was no observable net increase in soil carbon sequestration when compared with the soil organic carbon levels for each tillage treatment without cover crops in 2000. ","All three tillage systems with cover crops had statistically similar SOC levels with the same tillage system without a cover crop. No soil carbon sequestration (net increase) occurred over time for any of the tillage treatments with cover crops when compared with 2000 SOC levels for each treatment. The NT system seems to have resulted in reduced soil erosion and maintained more SOC than that in the MP and CP systems with or without a cover crop.",3,"Other Soil Properties","Physical Properties","Erosion",-23.4567901234568,-1.9,"Single species","Rotation of Cover Crops",NA
1,"2001-8","0",0,"Cover crop","Soil","soil loss","",8,"Mt/ha/yr","LSD","mean",0,4,NA,8.1,1,4,NA,6.2,"ns",0,0,"mono","no cover crop","no winter cover crop, no-tillage applied preceeding cash crop","winter rye (corn), hairy vetch (soybean)","maize: cereal rye / soybean: hairy vetch, no-tillage applied preceeding cash crop","cover crops did not alter soil organic carbon levels in no-tillage, moldboard plow, and chisel plow systems compared to the same tillage system without cover crop. ","For each tillage treatment with cover crops, there was no observable net increase in soil carbon sequestration when compared with the soil organic carbon levels for each tillage treatment without cover crops in 2000. ","All three tillage systems with cover crops had statistically similar SOC levels with the same tillage system without a cover crop. No soil carbon sequestration (net increase) occurred over time for any of the tillage treatments with cover crops when compared with 2000 SOC levels for each treatment. The NT system seems to have resulted in reduced soil erosion and maintained more SOC than that in the MP and CP systems with or without a cover crop.",3,"Other Soil Properties","Physical Properties","Erosion",-23.4567901234568,-1.9,"Single species","Rotation of Cover Crops",NA
4,"2011-2","0",0,"Cover crop","Soil","bulk density","0-50 cm",1,"Mg/m^3","","mean",0,5,NA,1.27,1,5,NA,1.29,"ns",0,0,"mono","no cover crop","no winter cover crop, non-headland","forage radish + buckwheat","forage radish for winter cover crop, non-headland","no significant impacts of cover crops on bulk density","Over the course of this two year study, soil bulk density was consistantly unaffected by the addition of a cover crop (monoculture or mixture). ","no significant effects of cover crops on bulk density",133,"Other Soil Properties","Physical Properties","Soil bulk density",1.5748031496063,0.02,"Single species","Non-legume Mixture","0-60 cm"
4,"2011-2","0",0,"Cover crop","Soil","bulk density","0-50 cm",2,"Mg/m^3","","mean",0,5,NA,1.27,1,5,NA,1.29,"ns",0,0,"mono","no cover crop","no winter cover crop, non-headland","forage radish + buckwheat","forage radish for winter cover crop, non-headland","no significant impacts of cover crops on bulk density","Over the course of this two year study, soil bulk density was consistantly unaffected by the addition of a cover crop (monoculture or mixture). ","no significant effects of cover crops on bulk density",133,"Other Soil Properties","Physical Properties","Soil bulk density",1.5748031496063,0.02,"Single species","Non-legume Mixture","0-60 cm"
4,"2011-2","0",0,"Cover crop","Soil","bulk density","0-50 cm",1,"Mg/m^3","","mean",0,5,NA,1.27,2,5,NA,1.27,"ns",0,0,"mix_2","no cover crop","no winter cover crop, non-headland","forage radish + buckwheat","forage radish/buckwheat mix for winter cover crop, non-headland","no significant impacts of cover crops on bulk density","Over the course of this two year study, soil bulk density was consistantly unaffected by the addition of a cover crop (monoculture or mixture). ","no significant effects of cover crops on bulk density",134,"Other Soil Properties","Physical Properties","Soil bulk density",0,0,"Two species","Non-legume Mixture","0-60 cm"
4,"2011-2","0",0,"Cover crop","Soil","bulk density","0-50 cm",2,"Mg/m^3","","mean",0,5,NA,1.27,2,5,NA,1.27,"ns",0,0,"mix_2","no cover crop","no winter cover crop, non-headland","forage radish + buckwheat","forage radish/buckwheat mix for winter cover crop, non-headland","no significant impacts of cover crops on bulk density","Over the course of this two year study, soil bulk density was consistantly unaffected by the addition of a cover crop (monoculture or mixture). ","no significant effects of cover crops on bulk density",134,"Other Soil Properties","Physical Properties","Soil bulk density",0,0,"Two species","Non-legume Mixture","0-60 cm"
4,"2011-2","0",0,"Cover crop","Soil","bulk density","0-50 cm",1,"Mg/m^3","","mean",0,5,NA,1.27,3,5,NA,1.29,"ns",0,0,"mix_3","no cover crop","no winter cover crop, non-headland","forage radish + hairy vetch + winter rye","forage radish/hairy vetch/cereal rye mix for winter cover crop, non-headland","no significant impacts of cover crops on bulk density","Over the course of this two year study, soil bulk density was consistantly unaffected by the addition of a cover crop (monoculture or mixture). ","no significant effects of cover crops on bulk density",135,"Other Soil Properties","Physical Properties","Soil bulk density",1.5748031496063,0.02,"Three or more species","Non-legume + Legume Mixture","0-60 cm"
4,"2011-2","0",0,"Cover crop","Soil","bulk density","0-50 cm",2,"Mg/m^3","","mean",0,5,NA,1.27,3,5,NA,1.29,"ns",0,0,"mix_3","no cover crop","no winter cover crop, non-headland","forage radish + hairy vetch + winter rye","forage radish/hairy vetch/cereal rye mix for winter cover crop, non-headland","no significant impacts of cover crops on bulk density","Over the course of this two year study, soil bulk density was consistantly unaffected by the addition of a cover crop (monoculture or mixture). ","no significant effects of cover crops on bulk density",135,"Other Soil Properties","Physical Properties","Soil bulk density",1.5748031496063,0.02,"Three or more species","Non-legume + Legume Mixture","0-60 cm"
