Paper_id,Duration,Year_result,Loc_multi_results,Review_id,Group_RV,Response_var,RV_depth,RV_year,Response_var_units,Stat_test,Stat_type,Trt_id1,Trt1_interaction,Trt1_interaction2,Trt_id1value,Trt_id2,Trt2_interaction,Trt2_interaction2,Trt_id2value,Sig_level,Effect,Effect_norm,Group_finelevel,Trt_id1name,Trt_id1description,Trt_id2name,Trt_id2description,Reviewers_results_short,Reviewers_results_long,Authors_comments
1,2001-8,"1,3,5,7",0,Cover crop,Crop Production,maize stand count,,"1,3,5,7",# plants/ha,LSD,mean,0,3,,67700,1,3,,67300,ns,0,0,mono,no cover crop,"no winter cover crop, chisel plow applied preceeding cash crop","winter rye (corn), hairy vetch (soybean)","maize: cereal rye / soybean: hairy vetch, chisel plow applied preceeding cash crop",maize and soybean seedling densities were unaffected by cover crops from 2002-2009.,Average maize and soybean seedling densities were unaffected by both cereal rye and hairy vetch cover crops from 2002 to 2009.,All three tillage systems with cover crops had statistically similar SOC levels with the same tillage system without a cover crop. No soil carbon sequestration (net increase) occurred over time for any of the tillage treatments with cover crops when compared with 2000 SOC levels for each treatment. The NT system seems to have resulted in reduced soil erosion and maintained more SOC than that in the MP and CP systems with or without a cover crop.
1,2001-8,"1,3,5,7",0,Cover crop,Crop Production,maize stand count,,"1,3,5,7",# plants/ha,LSD,mean,0,4,,66000,1,4,,66900,ns,0,0,mono,no cover crop,"no winter cover crop, no-tillage applied preceeding cash crop","winter rye (corn), hairy vetch (soybean)","maize: cereal rye / soybean: hairy vetch, no-tillage applied preceeding cash crop",maize and soybean seedling densities were unaffected by cover crops from 2002-2009.,Average maize and soybean seedling densities were unaffected by both cereal rye and hairy vetch cover crops from 2002 to 2009.,All three tillage systems with cover crops had statistically similar SOC levels with the same tillage system without a cover crop. No soil carbon sequestration (net increase) occurred over time for any of the tillage treatments with cover crops when compared with 2000 SOC levels for each treatment. The NT system seems to have resulted in reduced soil erosion and maintained more SOC than that in the MP and CP systems with or without a cover crop.
1,2001-8,"2,4,6,8",0,Cover crop,Crop Production,soybean grain yield,,"2,4,6,8",Mg/ha,LSD,mean,0,2,,2.71,1,2,,2.77,ns,0,0,mono,no cover crop,"no winter cover crop, moldboard plow applied preceeding cash crop","winter rye (corn), hairy vetch (soybean)","maize: cereal rye / soybean: hairy vetch, moldboard plow applied preceeding cash crop",cover crops did not affect maize or soybean yields.,"""Based on 8 years of crop yield measurements (4 years corn and 4 years soybean) for three tillage systems with and without cover crops, cover crops did not affect plant populations or crop yields.""",All three tillage systems with cover crops had statistically similar SOC levels with the same tillage system without a cover crop. No soil carbon sequestration (net increase) occurred over time for any of the tillage treatments with cover crops when compared with 2000 SOC levels for each treatment. The NT system seems to have resulted in reduced soil erosion and maintained more SOC than that in the MP and CP systems with or without a cover crop.
1,2001-8,"2,4,6,8",0,Cover crop,Crop Production,soybean grain yield,,"2,4,6,8",Mg/ha,LSD,mean,0,3,,2.76,1,3,,2.51,ns,0,0,mono,no cover crop,"no winter cover crop, chisel plow applied preceeding cash crop","winter rye (corn), hairy vetch (soybean)","maize: cereal rye / soybean: hairy vetch, chisel plow applied preceeding cash crop",cover crops did not affect maize or soybean yields.,"""Based on 8 years of crop yield measurements (4 years corn and 4 years soybean) for three tillage systems with and without cover crops, cover crops did not affect plant populations or crop yields.""",All three tillage systems with cover crops had statistically similar SOC levels with the same tillage system without a cover crop. No soil carbon sequestration (net increase) occurred over time for any of the tillage treatments with cover crops when compared with 2000 SOC levels for each treatment. The NT system seems to have resulted in reduced soil erosion and maintained more SOC than that in the MP and CP systems with or without a cover crop.
1,2001-8,"2,4,6,8",0,Cover crop,Crop Production,soybean grain yield,,"2,4,6,8",Mg/ha,LSD,mean,0,4,,2.79,1,4,,2.74,ns,0,0,mono,no cover crop,"no winter cover crop, no-tillage applied preceeding cash crop","winter rye (corn), hairy vetch (soybean)","maize: cereal rye / soybean: hairy vetch, no-tillage applied preceeding cash crop",cover crops did not affect maize or soybean yields.,"""Based on 8 years of crop yield measurements (4 years corn and 4 years soybean) for three tillage systems with and without cover crops, cover crops did not affect plant populations or crop yields.""",All three tillage systems with cover crops had statistically similar SOC levels with the same tillage system without a cover crop. No soil carbon sequestration (net increase) occurred over time for any of the tillage treatments with cover crops when compared with 2000 SOC levels for each treatment. The NT system seems to have resulted in reduced soil erosion and maintained more SOC than that in the MP and CP systems with or without a cover crop.
1,2001-8,"1,3,5,7",0,Cover crop,Crop Production,maize grain yield,,"1,3,5,7",Mg/ha,LSD,mean,0,2,,10,1,2,,10.3,ns,0,0,mono,no cover crop,"no winter cover crop, moldboard plow applied preceeding cash crop","winter rye (corn), hairy vetch (soybean)","maize: cereal rye / soybean: hairy vetch, moldboard plow applied preceeding cash crop",cover crops did not affect maize or soybean yields.,"""Based on 8 years of crop yield measurements (4 years corn and 4 years soybean) for three tillage systems with and without cover crops, cover crops did not affect plant populations or crop yields.""",All three tillage systems with cover crops had statistically similar SOC levels with the same tillage system without a cover crop. No soil carbon sequestration (net increase) occurred over time for any of the tillage treatments with cover crops when compared with 2000 SOC levels for each treatment. The NT system seems to have resulted in reduced soil erosion and maintained more SOC than that in the MP and CP systems with or without a cover crop.
1,2001-8,"1,3,5,7",0,Cover crop,Crop Production,maize grain yield,,"1,3,5,7",Mg/ha,LSD,mean,0,3,,9.85,1,3,,9.54,ns,0,0,mono,no cover crop,"no winter cover crop, chisel plow applied preceeding cash crop","winter rye (corn), hairy vetch (soybean)","maize: cereal rye / soybean: hairy vetch, chisel plow applied preceeding cash crop",cover crops did not affect maize or soybean yields.,"""Based on 8 years of crop yield measurements (4 years corn and 4 years soybean) for three tillage systems with and without cover crops, cover crops did not affect plant populations or crop yields.""",All three tillage systems with cover crops had statistically similar SOC levels with the same tillage system without a cover crop. No soil carbon sequestration (net increase) occurred over time for any of the tillage treatments with cover crops when compared with 2000 SOC levels for each treatment. The NT system seems to have resulted in reduced soil erosion and maintained more SOC than that in the MP and CP systems with or without a cover crop.
1,2001-8,"1,3,5,7",0,Cover crop,Crop Production,maize grain yield,,"1,3,5,7",Mg/ha,LSD,mean,0,4,,9.41,1,4,,9.1,ns,0,0,mono,no cover crop,"no winter cover crop, no-tillage applied preceeding cash crop","winter rye (corn), hairy vetch (soybean)","maize: cereal rye / soybean: hairy vetch, no-tillage applied preceeding cash crop",cover crops did not affect maize or soybean yields.,"""Based on 8 years of crop yield measurements (4 years corn and 4 years soybean) for three tillage systems with and without cover crops, cover crops did not affect plant populations or crop yields.""",All three tillage systems with cover crops had statistically similar SOC levels with the same tillage system without a cover crop. No soil carbon sequestration (net increase) occurred over time for any of the tillage treatments with cover crops when compared with 2000 SOC levels for each treatment. The NT system seems to have resulted in reduced soil erosion and maintained more SOC than that in the MP and CP systems with or without a cover crop.
1,2001-8,3,0,Cover crop,Soil,soil organic carbon (0-75 cm),0-75 cm,3,Mt/ha/1m/1m,LSD,mean,0,2,,38.7,1,2,,40.2,ns,0,0,mono,no cover crop,"no winter cover crop, moldboard plow applied preceeding cash crop","winter rye (corn), hairy vetch (soybean)","maize: cereal rye / soybean: hairy vetch, moldboard plow applied preceeding cash crop","cover crops did not alter soil organic carbon levels in no-tillage, moldboard plow, and chisel plow systems compared to the same tillage system without cover crop. ","For each tillage treatment with cover crops, there was no observable net increase in soil carbon sequestration when compared with the soil organic carbon levels for each tillage treatment without cover crops in 2000. ",All three tillage systems with cover crops had statistically similar SOC levels with the same tillage system without a cover crop. No soil carbon sequestration (net increase) occurred over time for any of the tillage treatments with cover crops when compared with 2000 SOC levels for each treatment. The NT system seems to have resulted in reduced soil erosion and maintained more SOC than that in the MP and CP systems with or without a cover crop.
1,2001-8,3,0,Cover crop,Soil,soil organic carbon (0-75 cm),0-75 cm,3,Mt/ha/1m/1m,LSD,mean,0,3,,45.3,1,3,,46.9,ns,0,0,mono,no cover crop,"no winter cover crop, chisel plow applied preceeding cash crop","winter rye (corn), hairy vetch (soybean)","maize: cereal rye / soybean: hairy vetch, chisel plow applied preceeding cash crop","cover crops did not alter soil organic carbon levels in no-tillage, moldboard plow, and chisel plow systems compared to the same tillage system without cover crop. ","For each tillage treatment with cover crops, there was no observable net increase in soil carbon sequestration when compared with the soil organic carbon levels for each tillage treatment without cover crops in 2000. ",All three tillage systems with cover crops had statistically similar SOC levels with the same tillage system without a cover crop. No soil carbon sequestration (net increase) occurred over time for any of the tillage treatments with cover crops when compared with 2000 SOC levels for each treatment. The NT system seems to have resulted in reduced soil erosion and maintained more SOC than that in the MP and CP systems with or without a cover crop.
1,2001-8,3,0,Cover crop,Soil,soil organic carbon (0-75 cm),0-75 cm,3,Mt/ha/1m/1m,LSD,mean,0,4,,47.6,1,4,,50.1,ns,0,0,mono,no cover crop,"no winter cover crop, no-tillage applied preceeding cash crop","winter rye (corn), hairy vetch (soybean)","maize: cereal rye / soybean: hairy vetch, no-tillage applied preceeding cash crop","cover crops did not alter soil organic carbon levels in no-tillage, moldboard plow, and chisel plow systems compared to the same tillage system without cover crop. ","For each tillage treatment with cover crops, there was no observable net increase in soil carbon sequestration when compared with the soil organic carbon levels for each tillage treatment without cover crops in 2000. ",All three tillage systems with cover crops had statistically similar SOC levels with the same tillage system without a cover crop. No soil carbon sequestration (net increase) occurred over time for any of the tillage treatments with cover crops when compared with 2000 SOC levels for each treatment. The NT system seems to have resulted in reduced soil erosion and maintained more SOC than that in the MP and CP systems with or without a cover crop.
1,2001-8,5,0,Cover crop,Soil,soil organic carbon (0-75 cm),0-75 cm,5,Mt/ha/1m/1m,LSD,mean,0,2,,35.1,1,2,,36.8,ns,0,0,mono,no cover crop,"no winter cover crop, moldboard plow applied preceeding cash crop","winter rye (corn), hairy vetch (soybean)","maize: cereal rye / soybean: hairy vetch, moldboard plow applied preceeding cash crop","cover crops did not alter soil organic carbon levels in no-tillage, moldboard plow, and chisel plow systems compared to the same tillage system without cover crop. ","For each tillage treatment with cover crops, there was no observable net increase in soil carbon sequestration when compared with the soil organic carbon levels for each tillage treatment without cover crops in 2000. ",All three tillage systems with cover crops had statistically similar SOC levels with the same tillage system without a cover crop. No soil carbon sequestration (net increase) occurred over time for any of the tillage treatments with cover crops when compared with 2000 SOC levels for each treatment. The NT system seems to have resulted in reduced soil erosion and maintained more SOC than that in the MP and CP systems with or without a cover crop.
1,2001-8,5,0,Cover crop,Soil,soil organic carbon (0-75 cm),0-75 cm,5,Mt/ha/1m/1m,LSD,mean,0,3,,36.6,1,3,,39.8,0.05,1,1,mono,no cover crop,"no winter cover crop, chisel plow applied preceeding cash crop","winter rye (corn), hairy vetch (soybean)","maize: cereal rye / soybean: hairy vetch, chisel plow applied preceeding cash crop","cover crops did not alter soil organic carbon levels in no-tillage, moldboard plow, and chisel plow systems compared to the same tillage system without cover crop. ","For each tillage treatment with cover crops, there was no observable net increase in soil carbon sequestration when compared with the soil organic carbon levels for each tillage treatment without cover crops in 2000. ",All three tillage systems with cover crops had statistically similar SOC levels with the same tillage system without a cover crop. No soil carbon sequestration (net increase) occurred over time for any of the tillage treatments with cover crops when compared with 2000 SOC levels for each treatment. The NT system seems to have resulted in reduced soil erosion and maintained more SOC than that in the MP and CP systems with or without a cover crop.
1,2001-8,5,0,Cover crop,Soil,soil organic carbon (0-75 cm),0-75 cm,5,Mt/ha/1m/1m,LSD,mean,0,4,,43.7,1,4,,47,ns,0,0,mono,no cover crop,"no winter cover crop, no-tillage applied preceeding cash crop","winter rye (corn), hairy vetch (soybean)","maize: cereal rye / soybean: hairy vetch, no-tillage applied preceeding cash crop","cover crops did not alter soil organic carbon levels in no-tillage, moldboard plow, and chisel plow systems compared to the same tillage system without cover crop. ","For each tillage treatment with cover crops, there was no observable net increase in soil carbon sequestration when compared with the soil organic carbon levels for each tillage treatment without cover crops in 2000. ",All three tillage systems with cover crops had statistically similar SOC levels with the same tillage system without a cover crop. No soil carbon sequestration (net increase) occurred over time for any of the tillage treatments with cover crops when compared with 2000 SOC levels for each treatment. The NT system seems to have resulted in reduced soil erosion and maintained more SOC than that in the MP and CP systems with or without a cover crop.
1,2001-8,8,0,Cover crop,Soil,soil organic carbon (0-75 cm),0-75 cm,8,Mt/ha/1m/1m,LSD,mean,0,2,,36.2,1,2,,36.4,ns,0,0,mono,no cover crop,"no winter cover crop, moldboard plow applied preceeding cash crop","winter rye (corn), hairy vetch (soybean)","maize: cereal rye / soybean: hairy vetch, moldboard plow applied preceeding cash crop","cover crops did not alter soil organic carbon levels in no-tillage, moldboard plow, and chisel plow systems compared to the same tillage system without cover crop. ","For each tillage treatment with cover crops, there was no observable net increase in soil carbon sequestration when compared with the soil organic carbon levels for each tillage treatment without cover crops in 2000. ",All three tillage systems with cover crops had statistically similar SOC levels with the same tillage system without a cover crop. No soil carbon sequestration (net increase) occurred over time for any of the tillage treatments with cover crops when compared with 2000 SOC levels for each treatment. The NT system seems to have resulted in reduced soil erosion and maintained more SOC than that in the MP and CP systems with or without a cover crop.
1,2001-8,8,0,Cover crop,Soil,soil organic carbon (0-75 cm),0-75 cm,8,Mt/ha/1m/1m,LSD,mean,0,3,,36.8,1,3,,38.5,ns,0,0,mono,no cover crop,"no winter cover crop, chisel plow applied preceeding cash crop","winter rye (corn), hairy vetch (soybean)","maize: cereal rye / soybean: hairy vetch, chisel plow applied preceeding cash crop","cover crops did not alter soil organic carbon levels in no-tillage, moldboard plow, and chisel plow systems compared to the same tillage system without cover crop. ","For each tillage treatment with cover crops, there was no observable net increase in soil carbon sequestration when compared with the soil organic carbon levels for each tillage treatment without cover crops in 2000. ",All three tillage systems with cover crops had statistically similar SOC levels with the same tillage system without a cover crop. No soil carbon sequestration (net increase) occurred over time for any of the tillage treatments with cover crops when compared with 2000 SOC levels for each treatment. The NT system seems to have resulted in reduced soil erosion and maintained more SOC than that in the MP and CP systems with or without a cover crop.
1,2001-8,8,0,Cover crop,Soil,soil organic carbon (0-75 cm),0-75 cm,8,Mt/ha/1m/1m,LSD,mean,0,4,,45.3,1,4,,45.9,ns,0,0,mono,no cover crop,"no winter cover crop, no-tillage applied preceeding cash crop","winter rye (corn), hairy vetch (soybean)","maize: cereal rye / soybean: hairy vetch, no-tillage applied preceeding cash crop","cover crops did not alter soil organic carbon levels in no-tillage, moldboard plow, and chisel plow systems compared to the same tillage system without cover crop. ","For each tillage treatment with cover crops, there was no observable net increase in soil carbon sequestration when compared with the soil organic carbon levels for each tillage treatment without cover crops in 2000. ",All three tillage systems with cover crops had statistically similar SOC levels with the same tillage system without a cover crop. No soil carbon sequestration (net increase) occurred over time for any of the tillage treatments with cover crops when compared with 2000 SOC levels for each treatment. The NT system seems to have resulted in reduced soil erosion and maintained more SOC than that in the MP and CP systems with or without a cover crop.
1,2001-8,3,0,Cover crop,Soil,soil organic carbon (0-15 cm),0-15 cm,3,Mt/ha/1m/1m,LSD,mean,0,2,,18.8,1,2,,21,0.05,1,1,mono,no cover crop,"no winter cover crop, moldboard plow applied preceeding cash crop","winter rye (corn), hairy vetch (soybean)","maize: cereal rye / soybean: hairy vetch, moldboard plow applied preceeding cash crop","cover crops did not alter soil organic carbon levels in no-tillage, moldboard plow, and chisel plow systems compared to the same tillage system without cover crop. ","For each tillage treatment with cover crops, there was no observable net increase in soil carbon sequestration when compared with the soil organic carbon levels for each tillage treatment without cover crops in 2000. ",All three tillage systems with cover crops had statistically similar SOC levels with the same tillage system without a cover crop. No soil carbon sequestration (net increase) occurred over time for any of the tillage treatments with cover crops when compared with 2000 SOC levels for each treatment. The NT system seems to have resulted in reduced soil erosion and maintained more SOC than that in the MP and CP systems with or without a cover crop.
1,2001-8,3,0,Cover crop,Soil,soil organic carbon (0-15 cm),0-15 cm,3,Mt/ha/1m/1m,LSD,mean,0,3,,25.1,1,3,,25.3,ns,0,0,mono,no cover crop,"no winter cover crop, chisel plow applied preceeding cash crop","winter rye (corn), hairy vetch (soybean)","maize: cereal rye / soybean: hairy vetch, chisel plow applied preceeding cash crop","cover crops did not alter soil organic carbon levels in no-tillage, moldboard plow, and chisel plow systems compared to the same tillage system without cover crop. ","For each tillage treatment with cover crops, there was no observable net increase in soil carbon sequestration when compared with the soil organic carbon levels for each tillage treatment without cover crops in 2000. ",All three tillage systems with cover crops had statistically similar SOC levels with the same tillage system without a cover crop. No soil carbon sequestration (net increase) occurred over time for any of the tillage treatments with cover crops when compared with 2000 SOC levels for each treatment. The NT system seems to have resulted in reduced soil erosion and maintained more SOC than that in the MP and CP systems with or without a cover crop.
1,2001-8,3,0,Cover crop,Soil,soil organic carbon (0-15 cm),0-15 cm,3,Mt/ha/1m/1m,LSD,mean,0,4,,29.7,1,4,,30.2,ns,0,0,mono,no cover crop,"no winter cover crop, no-tillage applied preceeding cash crop","winter rye (corn), hairy vetch (soybean)","maize: cereal rye / soybean: hairy vetch, no-tillage applied preceeding cash crop","cover crops did not alter soil organic carbon levels in no-tillage, moldboard plow, and chisel plow systems compared to the same tillage system without cover crop. ","For each tillage treatment with cover crops, there was no observable net increase in soil carbon sequestration when compared with the soil organic carbon levels for each tillage treatment without cover crops in 2000. ",All three tillage systems with cover crops had statistically similar SOC levels with the same tillage system without a cover crop. No soil carbon sequestration (net increase) occurred over time for any of the tillage treatments with cover crops when compared with 2000 SOC levels for each treatment. The NT system seems to have resulted in reduced soil erosion and maintained more SOC than that in the MP and CP systems with or without a cover crop.
1,2001-8,5,0,Cover crop,Soil,soil organic carbon (0-15 cm),0-15 cm,5,Mt/ha/1m/1m,LSD,mean,0,2,,17.2,1,2,,18.1,ns,0,0,mono,no cover crop,"no winter cover crop, moldboard plow applied preceeding cash crop","winter rye (corn), hairy vetch (soybean)","maize: cereal rye / soybean: hairy vetch, moldboard plow applied preceeding cash crop","cover crops did not alter soil organic carbon levels in no-tillage, moldboard plow, and chisel plow systems compared to the same tillage system without cover crop. ","For each tillage treatment with cover crops, there was no observable net increase in soil carbon sequestration when compared with the soil organic carbon levels for each tillage treatment without cover crops in 2000. ",All three tillage systems with cover crops had statistically similar SOC levels with the same tillage system without a cover crop. No soil carbon sequestration (net increase) occurred over time for any of the tillage treatments with cover crops when compared with 2000 SOC levels for each treatment. The NT system seems to have resulted in reduced soil erosion and maintained more SOC than that in the MP and CP systems with or without a cover crop.
