DOI,Paper_id,Loc_multi,Soil_type,City,State,Latitude,Longitude,Year_start,Years_num,Annual_precip,Field_history,Exp_design,Exp_arrangement,Reps,Plot_width,Plot_length,Trtmt_levels,Trtmt_main,Trtmt_main_levels,Trtmt_splitA,Trtmt_splitA_levels,Trtmt_splitB,Trtmt_splitB_levels,Trtmt_splitC,Trtmt_splitC_levels
10.1080/21683565.2014.901275,22,0,"Plano silt loam (fine-silty, mixed, superactive mesic Typic Argiudoll)",Arlington ,WI,43.18,-89.21,2010,2,,alfalfa stand terminated with chisel plowing,randomized complete block design,split-plot,4,9.14,15.24,2,cover crop termination,2,cover crops,6,,,,
10.2489/jswc.69.6.564,23,1,"Nicollet (fine-loamy, mixed, superactive, mesic Aquic Hapludoll), Webster (fine-loam, mixed, superactive, calcareous, mesic Typic Endoaquolls), Canisteo (fine-loamy, mixed, superactive, calcareous, mesic Typic Endoaquolls)",Agricultural Drainage Water Research Site,IA,43.25,-94.83,2012,1,84.7,Maize-soybean rotation,randomized complete block design,,2,15,38,2,cash crop,2,cover crops,2,,,,
10.2489/jswc.69.6.564,23,2,"Clarion (fine-loamy, mixed, superactive, mesic Typic Hapludolls), Nicollet (fine-loamy, mixed, superactive, mesic Aquic Hapludoll), Webster (fine-loamy, mixed, superactive, mesic Aquic Hapludoll)",Iowa State University Agronomy and Agricultural Engineering Research Farm,IA,42.03,-94,2012,1,90.7,Maize-soybean rotation,randomized complete block design,,2,15,6,2,cash crop,2,cover crops,2,,,,
10.2489/jswc.69.6.564,23,3,"Nabb (fine-silty, mixed, active, mesic Aquic Fragiudalf)",Southeast Purdue Agricultural Center,IN,39.1,-85.9,2012,1,118.6,Maize-soybean rotation,randomized complete block design,,2,18,360,2,cash crop,2,cover crops,2,,,,
10.1007/s12665-014-3353-z,24,0,"Crosby silt loam (fine, mixed, active, mesic Aeric Epiaqualfs)",Miami,OH,40.17,-84.13,2012,1,110,"Maize-soybean rotation, 5 yrs no-tillage",farmer field study,,1,,,1,cover crops,2,,,,,,
10.1111/gcbb.12096,25,0,"Webster silty clay loam (fine-loamy, mixed, superactive, mesic Typic Endoaquoll), Nicollet loam (fine-loamy, mixed, superactive, mesic Aqui Hapludoll)",Boone County,IA,41.55,-93.45,2008,4,,Maize-soybean rotation,randomized complete block design,,4,27,61,1,cropping system,4,,,,,,
10.2134/agronj2009.0144,26,0,"Crosby silt loam (fine, mixed, active, mesic Aeric Epiaqualfs), Celina silt loam (fine, mized, active, mesic Hapludalfs, Kokomo silt clay loam (fine, mixed, superactive, mesic Typic Argiaquall), Miamian silty clay loam (fine, mixed, active, mesic Oxyaquic Hapludalfs)",Columbus,OH,40,-83.02,2006,2,98,No-tillage continuous corn silage for 8 years,randomized complete block design,,4,,,1,cover crops,3,,,,,,
10.1515/intag-2015-0030,27,0,"Waldron silt loam (Fine, smectitic, calcareous, mesic Aeric Fluvaquents)",Jefferson City,MO,38.97,-92.18,2011,3,990.6,,randomized complete block design,,3,12.2,21.3,3,tillage,2,cover crops,2,crop rotation,4,,
10.2136/sssaj2015.02.0084,28,1,"Clarion (fine-loamy, mixed, superactive, mesic Typic Hapludolls), Nicollet (fine-loamy, mixed, superactive, mesic Aquic Hapludoll), Webster (fine-loamy, mixed, superactive, mesic Aquic Hapludoll)",Ames,IA,42.01,-93.78,2009,3,,,randomized complete block design,split-plot,4,4.56,15,2,cover crops,2,fertilization rate,6,,,,
10.2136/sssaj2015.02.0084,28,2,"Mahaska (fine, smetic, mesic Aquertic Argiudolls), Nira (fine-silty, mixed, superactive, Aquic Argiudolls)",Crawfordsville,IA,41.2,-91.49,2009,3,,,randomized complete block design,split-plot,4,4.56,15,2,cover crops,2,fertilization rate,6,,,,
10.2136/sssaj2015.02.0084,28,3,"Marshall (fine-silty, mixed, superactive, mesic Typic Hapludolls)",Lewis,IA,41.31,-95.18,2009,3,,,randomized complete block design,split-plot,4,4.56,15,2,cover crops,2,fertilization rate,6,,,,
10.2136/sssaj2015.02.0084,28,4,"Floyd (fine-loamy, mixed, superactive, mesic Aquic Pachic Hapludolls), Clyde (fine-loamy, mixed, superactive, mesic Typic Endoaquolls)",Nashua,IA,42.93,-92.58,2009,3,,,randomized complete block design,split-plot,4,4.56,15,2,cover crops,2,fertilization rate,6,,,,
10.1111/afe.12099,29,1,,Austin,MN,43.67,-92.98,2006,2,,Organic oats,randomized complete block design,,4,0.75,0.75,1,cover crops,2,,,,,,
10.1111/afe.12099,29,2,,Felton,MN,47.08,-96.51,2006,1,,Organic wheat,randomized complete block design,,3,0.71,0.71,1,cover crops,2,,,,,,
10.1111/afe.12099,29,3,,Lamberton,MN,44.23,-95.27,2006,2,,Organic buckwheat,randomized complete block design,,4,0.46,0.46,1,cover crops,2,,,,,,
10.1111/afe.12099,29,4,,Rosemount,MN,44.75,-93.06,2006,1,,Conventional maize,randomized complete block design,,4,0.71,0.71,1,cover crops,2,,,,,,
10.2134/jeq2015.02.0080,30,0,"Webster silty clay loam (fine-loamy, mixed, superactive, mesic Typic Endoaquoll), Nicollet loam (fine-loamy, mixed, superactive, mesic Aqui Hapludoll)",Ames,IA,42.01,-93.78,2010,4,935,,randomized complete block design,,4,27,61,1,cropping system,6,,,,,,
10.2135/cropsci2005.09.0306,31,0,"Drummer silty clay loam (fine-silty, mixed, superactive, mesic Typic Endoaquoll)",Urbana,IL,40.11,-88.2,2002,2,,"Maize-soybean, 7 years",randomized complete block design,split-plot,4,9,20,2,cover crops,4,fertilization rate,4,,,,
10.2136/sssaj2013.09.0403,32,0,"Drummer-Flanagan silty clay loam (fine-silty, mixed, superactive, mesic Typic Endoaquoll)",Urbana,IL,40.063,-88.23,2009,1,,,randomized complete block design,,4,16.3,16.3,1,cover crops,2,,,,,,
10.2134/agronj13.0370,33,0,"Drummer silty clay loam (fine-silty, mixed, superactive, mesic Typic Endoaquoll)",Urbana,IL,40.09,-88.23,2010,2,,"Wheat, previously cultivated to approximately 20 cm depth",completely randomized design,6 x 3 factorial,2,6.09,15.24,2,compaction,3,cover crops,6,,,,
6abc,34,1,"Cisne silt loam (fine, smectitic, mesic Vertic Albaqualf)",Brownstown,IL,39,-88.95,2001,2,,maize-soybean at least 5 years,randomized complete block design,split-plot,4,9,20,2,crop rotation,4,fertilization rate,4,,,,
6abc,34,2,"Drummer silty clay loam (fine-silty, mixed, superactive, mesic Typic Endoaquoll)",Urbana,IL,40.11,-88.2,2001,2,,maize-soybean at least 5 years,randomized complete block design,split-plot,4,9,20,2,crop rotation,4,fertilization rate,4,,,,
10.2134/agronj2005.0052,35,0,"Plainfield loamy sand soil (mixed, mesic Typic Udipsamment)",Hancock,WI,44.07,89.32,2001,3,769,sweet corn in preceeding year,randomized complete block design,split-plot,4,,,2,cover crops,5,fertilization rate,6,,,,
10.2136/sssaj2005.0095,36,0,"Canisteo (fine-loamy, mixed, calcereous, mesic Typic Endoaquolls), Clarion (fine-loamy, mixed, superactive, mesic Typic Hapludolls), Nicollet (fine-loamy, mixed, superactive, mesic Aquic Hapludolls)",Ames,IA,42.01,-93.78,1996,7,,No-till maize and soybean,randomized complete block design,,10,7.6,65.7,2,crop rotation,2,cover crops,4,,,,
10.2134/jeq2005.0183,37,0,"Webster silty clay loam (fine-loamy, mixed, superactive, mesic Typic Endoaquoll), Nicollet loam (fine-loamy, mixed, superactive, mesic Aqui Hapludoll), and Clarion (fine-loamy, mixed, mesic Typic Hapludolls)",Ames,IA,42.01,-93.78,2003,2,,No-till with controlled traffic,randomized complete block design,,10,3.8,55.8,2,crop rotation,2,cover crops,4,,,,
0.2134/agronj2016.10.0613,38,0,"Drummer silty clay loam (fine-silty, mixed, superactive, mesic Typic Endoaquoll), Flanagan sil loam (fine, smectitic, mesic, Aquic Argiudoll), Catlin silt loam (fine-silty, mixed, superactive, mesic, Oxyaqui Argiudoll)",Urbana,IL,44.1,-88.39,2014,2,,maize-soybean,latin square,split-split-block,4,18,25,3,crop rotation,2,tillage,2,cover crops,6,,
10.1016/j.fcr.2016.06.016,39,0,"Webster silty clay loam (fine-loamy, mixed, superactive, mesic Typic Endoaquoll) & Nicollet loam (fine-loamy, mixed, superactive, mesic Aqui Hapludoll)",Boone County,IA,41.92,-93.75,2009,6,935,,complete block,spatially balanced,4,27,61,1,cover crops,2,,,,,,
10.1016/j.agee.2016.07.003,40,1,,W.K. Kellogg Biological Station,MI,42.4,-85.37,2013,2,,,randomized complete block design,,5,30,40,1,cropping system,4,,,,,,
10.1016/j.agee.2016.07.003,40,2,,Arlington Agricultural Research Station,WI,43.3,-89.33,2013,2,,,randomized complete block design,,5,30,40,1,cropping system,4,,,,,,
10.1007/s12155-017-9858-z,41,1,"Asarben silty clay loam (fine, smectitic, mesix Typic Argiudolls)",Lincoln,NE,48.846,-96.472,2014,3,860,no-till continous corn,randomized complete block design,,4,10.2,10.2,2,residue removal,5,cover crops,3,,,,
10.1007/s12155-017-9858-z,41,2,"Hastings silt loam (fine, smectitic, mesic Udic Argiustoll)",Clay Center,NE,40.582,-98.144,2014,3,688,no-till continous corn,randomized complete block design,,4,10,7.5,2,residue removal,5,cover crops,3,,,,
10.1017/wet.2017.23,42,1,"Mexico silt loam (Udollic Ochraqualfs; fine montmorrillonitic, mesic)",Columbia,MO,38.9,-92.37,2013,3,1176,maize-soybean,randomized complete block design,,4,3,14,1,cover crops or herbicide,11,,,,,,
10.1017/wet.2017.23,42,2,"Putnam silt loam (fine, smectitic, mesic Vertic Albaqualfs)",Moberly,MO,39.3,-92.37,2013,3,1098,maize-soybean,randomized complete block design,,5,3,14,1,cover crops or herbicide,11,,,,,,
10.1093/ee/nvw177,43,1,,Gilmore City,IA,43.25,-94.83,2011,3,,"maize-soybean, rye as cover crop added to some plots in 2008",randomized complete block design,,2,15,38,1,cover crops,,,,,,,
10.1093/ee/nvw177,43,2,,Boone County,IA,42.03,-94,2011,3,,"maize-soybean, rye as cover crop added to some plots in 2010",randomized complete block design,,2,15,6,1,cover crops,2,,,,,,
10.1097/SS.0000000000000187,44,0,"Webster silty clay loam (fine-loamy, mixed superactive, mesic Aquic Hapludoll)",Boone County,IA,41.55,-93.45,2013,1,,maize-soybean,randomized complete block design,,4,27,61,1,cropping system,5,,,,,,
10.1016/j.still.2015.06.015,45,1,"Typic Hapludalfs of the Kalamazoo (fine-loamy, mixed, mesic) and Oshtemo (coarse-loamy, mixed, mesic) series, developed on glacial outwash",Kellogg Biological Station,MI,42.24,-85.24,2012,2,1027,,randomized complete block design,split-strip-plot,2,,,4,topographical position,3,crop phase,2,tillage,2,cover crop,2
10.1016/j.still.2015.06.015,45,2,"Capac (fine-loamy, mixed, active, mesic Aquic Glossudalfs) and Marlette (fine-loamy, mixed, semiactive, mesic Oxyaquic Glossudalfs) series",Mason Research Farm,MI,42.63,-84.44,2012,2,977,,randomized complete block design,split-strip-plot,2,,,4,topographical position,3,crop phase,2,tillage,2,cover crop,2
10.2135/cropsci2005.09-0296,46,1,Canisteo clay loam (Typic Endoaquolls),Waseca,MN,44.08,-93.51,2002,2,,soybean cyst infested field,randomized complete block design,2 x 9 factorial ,8,3,7.6,2,cash crop cultivar,2,cover crops,9,cover crop planting date,0,,
10.2135/cropsci2005.09-0296,46,2,Waukegan silt loam (Typic Hapludolls),Rosemount,MN,44.75,-93.06,2002,2,,soybean cyst infested field,randomized complete block design,2 x 9 factorial ,8,3,7.6,2,cash crop cultivar,2,cover crops,4,cover crop planting date,2,,
10.2135/cropsci2005.09-0296,46,3,Knoke silty clay loam (Cumulic Vertic Endoaquolls),Lamberton,MN,44.23,-95.27,2002,2,,soybean cyst infested field,randomized complete block design,2 x 9 factorial ,8,3,7.6,2,cash crop cultivar,2,cover crops,4,cover crop planting date,2,,
10.1016/j.agwat.2016.04.006,47,0,,Boone County,IA,42.05,-93.71,2008,7,,cover crops were established 13 years before data were collected,randomized complete block design,,4,,,,cover crops,2,tillage,,nitrogen,,,
10.2134/jeq2013.12.0529,48,0,Drummer and El Paso silty clay loams,Illinois State University Teaching and Agriculture Research Farm in Lexington,IL,40.69,-88.78,2012,2,,continuous maize for silage previous 5 years,randomized complete block design,,3,44.97777229,44.97777229,1,cover crops,3,,,,,,
10.1094/PDIS-07-16-1067-RE,49,1,Drummer Flanagan,University of Illinois at Urbana-Champaign Crop Sciences Research and Education Center in Champaign County,IL,40.06,-88.24,2011,3,,university farm,randomized complete block design,split-plot,4,3,30,2,cover crops,5,pathogen innoculation,3,,,,
10.1094/PDIS-07-16-1067-RE,49,2,Sable,Western Illinois University's Allison Organic Research and Demonstration Farm in Warren County,IL,40.47,-90.69,2011,3,,university farm,randomized complete block design,split-plot,3,3,259,1,cover crops,5,,,,,,
10.1094/PDIS-07-16-1067-RE,49,3,Drummer Flanagan,Bement,IL,39.92,-88.57,2011,3,,on-farm trials,randomized complete block design,split-plot,4,18,305,2,cover crops,3,,,,,,
10.1094/PDIS-07-16-1067-RE,49,4,Sable,Blandinsville,IL,40.55,-90.87,2011,3,,on-farm trials,randomized complete block design,split-plot,4,18,305,2,cover crops,3,,,,,,
10.2489/jswc.68.5.411,50,0,"Bertrand silt loam (fine-silty, mized, superactive, mesic Typic Hapludalfs)",Prairie du Sac,WI,43.2,-89.43,2002,5,,,randomized complete block design,,4,6,12,1,cropping system,7,,,,,,
10.2489/jswc.70.6.353,51,0,"Clarion loam, Nicollet clay loam, and Webster silty clay loam",Iowa State University Agronomy and Agricultural Engineering Research Farm,IA,42.02,-93.77,2006,4,856,,randomized complete block design,,3,3.8,30.5,1,cover crops,13,,,,,,
10.2136/sssaj2014.10.0399,52,0,"Kransburg (fine-silty, mixed, superactive, frigid Calcic Hapludolls) and Brookints (fine-silty, mixed, superactive, frigid Pachic Hapludolls)",Brookings County,SD,44.3,-96.79,2008,4,500,alfalfa from 1995 through 1999,randomized complete block design,split-plot,3,15,15,2,residue removal,3,cover crops,2,,,,
10.1007/s12155-014-9413-0,53,0,"Kransburg (fine-silty, mixed, superactive, frigid Calcic Hapludolls) and Brookints (fine-silty, mixed, superactive, frigid Pachic Hapludolls)",Brookings,SD,44.3,-96.79,2008,4,500,alfalfa from 1995 through 1999,randomized complete block design,split-plot,3,15,15,2,residue removal,3,cover crops,2,,,,
10.2489/jswc.72.3.260,54,0,,Butlerville,IN,39.03,-85.54,2011,5,,conventionally tilled maize and soybean,randomized complete block design,split-plot,4,18,365,1,cover crop,2,,,,,,
7abc,55,0,"Sharpsburg silty clay loam (fine, montmorillonitic, mesic, typic Argiudoll)",Agricultural Research and Development Center at Mead,NE,41.15,-96.5,1991,3,,maize-soybean rotation plot established in 1989,randomized complete block design,split-split-plot,3,3.05,12.2,3,tillage,2,cropping system,3,nitrogen,5,,
8abc,56,0,Crete-Butler silty clay loam,Lincoln,NE,40.82,-96.69,1982,3,,continuous maize,randomized complete block design,,4,6.1,7.6,1,cropping system,6,,,,,,
9abc,57,0,"Plano silt loam (fine-silty, mixed, superactive mesic Typic Argiudoll)",Arlington,WI,43.34,-89.37,1991,2,,,randomized complete block design,,3,4.6,9.1,1,cover crops & fertility,4,,,,,,
10abc,58,0,"Mexico silt loam (Udollic Ochraqualfs; fine montmorrillonitic, mesic)",Agricultural Research Service's Midwest Claypan Experimental Farm near Kingdom City,MO,38.94,-91.94,1986,2,,,completely randomized design,,2,3.2,27.4,1,cover crops,4,,,,,,
