"Paper_id","Duration","Year_result","Loc_multi_results","Review_id","Group_RV","Response_var","RV_depth","RV_year","RV_trtspecifics","Response_var_units","Stat_test","Stat_type","Trt1","Trt1_int","Trt1_int2","Trt1_value","Trt2","Trt2_int","Trt2_int2","Trt2_value","significance","finelevel_group","Trt1_name","Trt1_description","Trt2_name","Trt2_description","Tillage_1","Tillage_2","Res_key","group_metric","main_group","per_change","actual_diff","sample_depth","sample_year","Tillage_1name","Tillage_2name","Tillage_compare"
323,"2002-14","10","0","Tillage","Soil","annual soil methane flux","",10,"annual soil methane flux","kg C/ha/yr","LSMeans","mean",0,NA,NA,0.07,1,NA,NA,0.22,"","disc_NT","disk tillage","disk tillage","no-tillage","no-tillage",2,16,476,"Methane Emissions","Climate Mitigation",214.285714285714,0.15,NA,"Years 6-10","Disc plow","No tillage","Disc plow - No tillage"
293,"1962-48","13","2","Tillage","Soil","soil methane oxidation (CH4-C) in in August","5-10 cm",13,"","ug CH4-C/kg/d","ANOVA (6 psuedoreplicates)","mean",0,NA,NA,0.2,1,NA,NA,2,"0.05","MP_NT","moldboard plow (20-25 cm) in fall with surface disking (7.5-10 cm) in spring","moldboard plow (20-25 cm) in fall with surface disking (7.5-10 cm) in spring","no-tillage","no-tillage",1,16,549,"Methane Emissions","Climate Mitigation",900,1.8,"0-25 cm","Years 11-15","Moldboard plow","No tillage","Moldboard plow - No tillage"
293,"1962-48","13","2","Tillage","Soil","soil methane oxidation (CH4-C) in in August","20-30 cm",13,"","ug CH4-C/kg/d","ANOVA (6 psuedoreplicates)","mean",0,NA,NA,0.25,1,NA,NA,2.9,"0.05","MP_NT","moldboard plow (20-25 cm) in fall with surface disking (7.5-10 cm) in spring","moldboard plow (20-25 cm) in fall with surface disking (7.5-10 cm) in spring","no-tillage","no-tillage",1,16,629,"Methane Emissions","Climate Mitigation",1060,2.65,"25-60 cm","Years 11-15","Moldboard plow","No tillage","Moldboard plow - No tillage"
276,"1986-19","19","0","Tillage","Soil","change in soil organic carbon concentrations","0-7.5 cm",19,"maize/soybean rotation","Mg C/ha","","mean",2,NA,NA,0.33,3,NA,NA,4.65,"","MP_NT","plow tillage (25 cm)","plow tillage (25 cm)","no-tillage","no-tillage",1,16,757,"Organic Carbon (Total)","Chemical",1309.09090909091,4.32,"0-25 cm","Years 16-20","Moldboard plow","No tillage","Moldboard plow - No tillage"
276,"1986-19","19","0","Tillage","Soil","change in soil organic carbon concentrations","0-7.5 cm",19,"maize/soybean rotation","Mg C/ha","","mean",2,NA,NA,0.33,4,NA,NA,3.17,"","MP_mulch","plow tillage (25 cm)","plow tillage (25 cm)","subtillage (36 cm)","subtillage (36 cm)",1,12,758,"Organic Carbon (Total)","Chemical",860.606060606061,2.84,"0-25 cm","Years 16-20","Moldboard plow","Mulch tillage","Moldboard plow - Mulch tillage"
293,"1962-48","36","3","Tillage","Soil","soil methane oxidation (CH4-C) in in August","0-5 cm",36,"","ug CH4-C/kg/d","ANOVA (6 psuedoreplicates)","mean",0,NA,NA,0.37,1,NA,NA,9.48,"0.05","MP_NT","moldboard plow (20-25 cm) in fall with surface disking (7.5-10 cm) in spring","moldboard plow (20-25 cm) in fall with surface disking (7.5-10 cm) in spring","no-tillage","no-tillage",1,16,792,"Methane Emissions","Climate Mitigation",2462.16216216216,9.11,"0-25 cm","Years 36-40","Moldboard plow","No tillage","Moldboard plow - No tillage"
290,"1979-27","27","0","Tillage","Soil","soil ammonium","5-15 cm",27," maize-soybean rotation","mg/kg","LSD","mean",2,NA,NA,0.4,4,NA,NA,2,"0.1","disc_NT","spring disk in spring with tandem disk (1-2 times) preplant","spring disk in spring with tandem disk (1-2 times) preplant","no-tillage","no-tillage",2,16,837,"Ammonium","Chemical",400,1.6,"0-25 cm","Years 26-30","Disc plow","No tillage","Disc plow - No tillage"
294,"1985-28","28","1","Tillage","Soil","mean weight diameter of water-stable aggregates in spring","0-7.5 cm",28," maize/soybean rotation, 80 kg N/ha","mm","LSM","mean",0,NA,NA,0.4,2,NA,NA,2.3,"0.05","MP_disc","moldboard plow (20 cm) in spring (till 2003 then switched to fall)","moldboard plow (20 cm) in spring (till 2003 then switched to fall)","disked in spring (10 cm)","disked in spring (10 cm)",1,2,838,"Aggregate Size","Physical",475,1.9,"0-25 cm","Years 26-30","Moldboard plow","Disc plow","Moldboard plow - Disc plow"
294,"1985-28","28","1","Tillage","Soil","mean weight diameter of water-stable aggregates in spring","0-7.5 cm",28," maize/soybean rotation, 80 kg N/ha","mm","LSM","mean",0,NA,NA,0.4,4,NA,NA,2.8,"0.05","MP_NT","moldboard plow (20 cm) in spring (till 2003 then switched to fall)","moldboard plow (20 cm) in spring (till 2003 then switched to fall)","no-tillage","no-tillage",1,16,839,"Aggregate Size","Physical",600,2.4,"0-25 cm","Years 26-30","Moldboard plow","No tillage","Moldboard plow - No tillage"
276,"1986-19","19","0","Tillage","Soil","change in soil organic carbon concentrations","7.5-15 cm",19,"maize/soybean rotation","Mg C/ha","","mean",2,NA,NA,0.47,3,NA,NA,1.83,"","MP_NT","plow tillage (25 cm)","plow tillage (25 cm)","no-tillage","no-tillage",1,16,906,"Organic Carbon (Total)","Chemical",289.36170212766,1.36,"0-25 cm","Years 16-20","Moldboard plow","No tillage","Moldboard plow - No tillage"
311,"1989-5","2","0","Tillage","Soil","soil penetrometer resistance","40-60 cm",2,"","MPa","Duncan","mean",0,2,NA,0.47,2,NA,NA,1.45,"0.05","deep90_deep40","deep tillage (90 cm) in fall at beginning of experiment (once)","deep tillage (90 cm) in fall at beginning of experiment (once)","deep tillage (40 cm) in fall at beginning of experiment (once)","deep tillage (40 cm) in fall at beginning of experiment (once)",3,3,909,"Compaction","Physical",208.510638297872,0.98,"25-60 cm","Years 2-5","Deep ripper","Deep ripper","Deep ripper - Deep ripper"
294,"1985-28","28","2","Tillage","Soil","mean weight diameter of aggregates","",28," maize/soybean rotation, 80 kg N/ha applied","mm","LSM","mean",0,NA,NA,0.42,2,NA,NA,2.29,"","MP_disc","moldboard plow (20 cm) in spring (till 2003 then switched to fall)","moldboard plow (20 cm) in spring (till 2003 then switched to fall)","disked in spring (10 cm)","disked in spring (10 cm)",1,2,959,"Aggregate Size","Physical",445.238095238095,1.87,NA,"Years 26-30","Moldboard plow","Disc plow","Moldboard plow - Disc plow"
294,"1985-28","28","2","Tillage","Soil","mean weight diameter of aggregates","",28," maize/soybean rotation, 80 kg N/ha applied","mm","LSM","mean",0,NA,NA,0.42,4,NA,NA,2.84,"","MP_NT","moldboard plow (20 cm) in spring (till 2003 then switched to fall)","moldboard plow (20 cm) in spring (till 2003 then switched to fall)","no-tillage","no-tillage",1,16,960,"Aggregate Size","Physical",576.190476190476,2.42,NA,"Years 26-30","Moldboard plow","No tillage","Moldboard plow - No tillage"
294,"1985-28","28","2","Tillage","Soil","mean weight diameter of aggregates","",28," maize/soybean rotation, 0 kg N/ha applied","mm","LSM","mean",0,NA,NA,0.49,2,NA,NA,1.75,"","MP_disc","moldboard plow (20 cm) in spring (till 2003 then switched to fall)","moldboard plow (20 cm) in spring (till 2003 then switched to fall)","disked in spring (10 cm)","disked in spring (10 cm)",1,2,995,"Aggregate Size","Physical",257.142857142857,1.26,NA,"Years 26-30","Moldboard plow","Disc plow","Moldboard plow - Disc plow"
294,"1985-28","28","2","Tillage","Soil","mean weight diameter of aggregates","",28," maize/soybean rotation, 0 kg N/ha applied","mm","LSM","mean",0,NA,NA,0.49,4,NA,NA,2.25,"","MP_NT","moldboard plow (20 cm) in spring (till 2003 then switched to fall)","moldboard plow (20 cm) in spring (till 2003 then switched to fall)","no-tillage","no-tillage",1,16,999,"Aggregate Size","Physical",359.183673469388,1.76,NA,"Years 26-30","Moldboard plow","No tillage","Moldboard plow - No tillage"
163,"1967-7","0","1,5","Tillage","Soil","proportion of soil surface covered by residues immediately after planting","",1,"following soybean","%","","mean",0,NA,NA,1,1,NA,NA,8,"","MP_CP","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","chisel plow (autumn or spring) followed by dicing and/or field cultivation","chisel plow (autumn or spring) followed by dicing and/or field cultivation",1,6,1025,"Surface Residue","Physical",700,7,NA,"Year 1","Moldboard plow","Chisel plow","Moldboard plow - Chisel plow"
163,"1967-7","0","1,5","Tillage","Soil","proportion of soil surface covered by residues immediately after planting","",2,"following soybean","%","","mean",0,NA,NA,1,1,NA,NA,8,"","MP_CP","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","chisel plow (autumn or spring) followed by dicing and/or field cultivation","chisel plow (autumn or spring) followed by dicing and/or field cultivation",1,6,1025,"Surface Residue","Physical",700,7,NA,"Years 2-5","Moldboard plow","Chisel plow","Moldboard plow - Chisel plow"
163,"1967-7","0","1,5","Tillage","Soil","proportion of soil surface covered by residues immediately after planting","",3,"following soybean","%","","mean",0,NA,NA,1,1,NA,NA,8,"","MP_CP","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","chisel plow (autumn or spring) followed by dicing and/or field cultivation","chisel plow (autumn or spring) followed by dicing and/or field cultivation",1,6,1025,"Surface Residue","Physical",700,7,NA,"Years 2-5","Moldboard plow","Chisel plow","Moldboard plow - Chisel plow"
163,"1967-7","0","1,5","Tillage","Soil","proportion of soil surface covered by residues immediately after planting","",4,"following soybean","%","","mean",0,NA,NA,1,1,NA,NA,8,"","MP_CP","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","chisel plow (autumn or spring) followed by dicing and/or field cultivation","chisel plow (autumn or spring) followed by dicing and/or field cultivation",1,6,1025,"Surface Residue","Physical",700,7,NA,"Years 2-5","Moldboard plow","Chisel plow","Moldboard plow - Chisel plow"
163,"1967-7","0","1,5","Tillage","Soil","proportion of soil surface covered by residues immediately after planting","",5,"following soybean","%","","mean",0,NA,NA,1,1,NA,NA,8,"","MP_CP","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","chisel plow (autumn or spring) followed by dicing and/or field cultivation","chisel plow (autumn or spring) followed by dicing and/or field cultivation",1,6,1025,"Surface Residue","Physical",700,7,NA,"Years 2-5","Moldboard plow","Chisel plow","Moldboard plow - Chisel plow"
163,"1967-7","0","1,5","Tillage","Soil","proportion of soil surface covered by residues immediately after planting","",6,"following soybean","%","","mean",0,NA,NA,1,1,NA,NA,8,"","MP_CP","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","chisel plow (autumn or spring) followed by dicing and/or field cultivation","chisel plow (autumn or spring) followed by dicing and/or field cultivation",1,6,1025,"Surface Residue","Physical",700,7,NA,"Years 6-10","Moldboard plow","Chisel plow","Moldboard plow - Chisel plow"
163,"1967-7","0","1,5","Tillage","Soil","proportion of soil surface covered by residues immediately after planting","",7,"following soybean","%","","mean",0,NA,NA,1,1,NA,NA,8,"","MP_CP","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","chisel plow (autumn or spring) followed by dicing and/or field cultivation","chisel plow (autumn or spring) followed by dicing and/or field cultivation",1,6,1025,"Surface Residue","Physical",700,7,NA,"Years 6-10","Moldboard plow","Chisel plow","Moldboard plow - Chisel plow"
163,"1967-7","0","1,5","Tillage","Soil","proportion of soil surface covered by residues immediately after planting","",1,"following soybean","%","","mean",0,NA,NA,1,2,NA,NA,36,"","MP_RT","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","ridge tillage","ridge tillage",1,8,1026,"Surface Residue","Physical",3500,35,NA,"Year 1","Moldboard plow","Ridge till","Moldboard plow - Ridge till"
163,"1967-7","0","1,5","Tillage","Soil","proportion of soil surface covered by residues immediately after planting","",2,"following soybean","%","","mean",0,NA,NA,1,2,NA,NA,36,"","MP_RT","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","ridge tillage","ridge tillage",1,8,1026,"Surface Residue","Physical",3500,35,NA,"Years 2-5","Moldboard plow","Ridge till","Moldboard plow - Ridge till"
163,"1967-7","0","1,5","Tillage","Soil","proportion of soil surface covered by residues immediately after planting","",3,"following soybean","%","","mean",0,NA,NA,1,2,NA,NA,36,"","MP_RT","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","ridge tillage","ridge tillage",1,8,1026,"Surface Residue","Physical",3500,35,NA,"Years 2-5","Moldboard plow","Ridge till","Moldboard plow - Ridge till"
163,"1967-7","0","1,5","Tillage","Soil","proportion of soil surface covered by residues immediately after planting","",4,"following soybean","%","","mean",0,NA,NA,1,2,NA,NA,36,"","MP_RT","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","ridge tillage","ridge tillage",1,8,1026,"Surface Residue","Physical",3500,35,NA,"Years 2-5","Moldboard plow","Ridge till","Moldboard plow - Ridge till"
163,"1967-7","0","1,5","Tillage","Soil","proportion of soil surface covered by residues immediately after planting","",5,"following soybean","%","","mean",0,NA,NA,1,2,NA,NA,36,"","MP_RT","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","ridge tillage","ridge tillage",1,8,1026,"Surface Residue","Physical",3500,35,NA,"Years 2-5","Moldboard plow","Ridge till","Moldboard plow - Ridge till"
163,"1967-7","0","1,5","Tillage","Soil","proportion of soil surface covered by residues immediately after planting","",6,"following soybean","%","","mean",0,NA,NA,1,2,NA,NA,36,"","MP_RT","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","ridge tillage","ridge tillage",1,8,1026,"Surface Residue","Physical",3500,35,NA,"Years 6-10","Moldboard plow","Ridge till","Moldboard plow - Ridge till"
163,"1967-7","0","1,5","Tillage","Soil","proportion of soil surface covered by residues immediately after planting","",7,"following soybean","%","","mean",0,NA,NA,1,2,NA,NA,36,"","MP_RT","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","ridge tillage","ridge tillage",1,8,1026,"Surface Residue","Physical",3500,35,NA,"Years 6-10","Moldboard plow","Ridge till","Moldboard plow - Ridge till"
163,"1967-7","0","1,5","Tillage","Soil","proportion of soil surface covered by residues immediately after planting","",1,"following soybean","%","","mean",0,NA,NA,1,3,NA,NA,88,"","MP_NT","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","no-tillage","no-tillage",1,16,1027,"Surface Residue","Physical",8700,87,NA,"Year 1","Moldboard plow","No tillage","Moldboard plow - No tillage"
163,"1967-7","0","1,5","Tillage","Soil","proportion of soil surface covered by residues immediately after planting","",2,"following soybean","%","","mean",0,NA,NA,1,3,NA,NA,88,"","MP_NT","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","no-tillage","no-tillage",1,16,1027,"Surface Residue","Physical",8700,87,NA,"Years 2-5","Moldboard plow","No tillage","Moldboard plow - No tillage"
163,"1967-7","0","1,5","Tillage","Soil","proportion of soil surface covered by residues immediately after planting","",3,"following soybean","%","","mean",0,NA,NA,1,3,NA,NA,88,"","MP_NT","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","no-tillage","no-tillage",1,16,1027,"Surface Residue","Physical",8700,87,NA,"Years 2-5","Moldboard plow","No tillage","Moldboard plow - No tillage"
163,"1967-7","0","1,5","Tillage","Soil","proportion of soil surface covered by residues immediately after planting","",4,"following soybean","%","","mean",0,NA,NA,1,3,NA,NA,88,"","MP_NT","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","no-tillage","no-tillage",1,16,1027,"Surface Residue","Physical",8700,87,NA,"Years 2-5","Moldboard plow","No tillage","Moldboard plow - No tillage"
163,"1967-7","0","1,5","Tillage","Soil","proportion of soil surface covered by residues immediately after planting","",5,"following soybean","%","","mean",0,NA,NA,1,3,NA,NA,88,"","MP_NT","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","no-tillage","no-tillage",1,16,1027,"Surface Residue","Physical",8700,87,NA,"Years 2-5","Moldboard plow","No tillage","Moldboard plow - No tillage"
