Paper_id,Duration,Cash_tillage,Cash_seeddensity,Cash_species,Cash_cultivar,Cash_genetics,,,,,,,,,,,,,,,,,,,,
259,1975-30,variable,,continuous maize/maize-soybean,,,,,,,,,,,,,,,,,,,,,,
260,1975-29,variable,,continuous maize/maize-soybean,,,,,,,,,,,,,,,,,,,,,,
261,2002-3,variable,,maize/soybean,,,,,,,,,,,,,,,,,,,,,,
262,2002-4,variable,,maize/soybean,,,,,,,,,,,,,,,,,,,,,,
263,2001-5,variable,,continuous maize,,,,,,,,,,,,,,,,,,,,,,
264,1977-30,variable,,maize/soybean,,,,,,,,,,,,,,,,,,,,,,
265,1993-14,variable,,continuous maize,,,,,,,,,,,,,,,,,,,,,,
266,1994-14,variable,,continuous maize,,,,,,,,,,,,,,,,,,,,,,
267,2004-4,variable,,continuous maize,,,,,,,,,,,,,,,,,,,,,,
268,1976-30,variable,,maize-soybean/soybean (3 yr) and maize (2 yr)/maize-soybean-winter rye,,,,,,,,,,,,,,,,,,,,,,
269,1993-10,variable,,maize/soybean,,,,,,,,,,,,,,,,,,,,,,
270,1962-43,variable,,continuous maize,,,,,,,,,,,,,,,,,,,,,,
271,2002-6,variable,,maize/soybean,,,,,,,,,,,,,,,,,,,,,,
272,1962-43,variable,,continuous maize,,,,,,,,,,,,,,,,,,,,,,
273,1976-30,variable,,maize/soybean,,,,,,,,,,,,,,,,,,,,,,
274,1994-14,variable,,continuous maize,,,,,,,,,,,,,,,,,,,,,,
275,1962-45,variable,,continuous maize/maize-soybean,,,,,,,,,,,,,,,,,,,,,,
276,1986-19,variable,,continuous maize/maize-soybean/2-yr soybean-maize ,,,,,,,,,,,,,,,,,,,,,,
277,1980-15,variable,,continuous maize/maize-soybean,,,,,,,,,,,,,,,,,,,,,,
278,1975-30,variable,,continuous maize/maize-soybean,,,,,,,,,,,,,,,,,,,,,,
279,1977-23,variable,,continuous maize/maize-soybean,,,,,,,,,,,,,,,,,,,,,,
280,1991-18,variable,,continuous soybean/maize-soybean,,,,,,,,,,,,,,,,,,,,,,
281,1986-14,variable,,continuous maize/maize-soybean/2-yr soybean-maize ,,,,,,,,,,,,,,,,,,,,,,
282,1990-20,variable,,maize/soybean,,,,,,,,,,,,,,,,,,,,,,
283,2000-5,variable,,continuous maize/continuous soybean,,,,,,,,,,,,,,,,,,,,,,
284,1963-44,variable,,continuous maize,,,,,,,,,,,,,,,,,,,,,,
285,1987-22,variable,,maize-soybean/continuous soybean,,,,,,,,,,,,,,,,,,,,,,
286,1962-49,variable,,maize-soybean/continuous maize,,,,,,,,,,,,,,,,,,,,,,
287,2004-4,variable,,maize/soybean,,,,,,,,,,,,,,,,,,,,,,
288,1994-17,variable,,continuous maize,,,,,,,,,,,,,,,,,,,,,,
289,1979-27,variable,,maize-soybean/continuous maize,,,,,,,,,,,,,,,,,,,,,,
290,1979-27,variable,,maize-soybean/continuous maize,,,,,,,,,,,,,,,,,,,,,,
291,2008-4,variable,,continuous maize,,,,,,,,,,,,,,,,,,,,,,
292,1994-9,variable,,continuous maize,,,,,,,,,,,,,,,,,,,,,,
293,1962-48,variable,,maize/soybean,,,,,,,,,,,,,,,,,,,,,,
294,1985-28,variable,,maize-soybean/continuous maize,,,,,,,,,,,,,,,,,,,,,,
295,2002-10,variable,,maize-soybean,,,,,,,,,,,,,,,,,,,,,,
296,1994-9,variable,,continuous maize,,,,,,,,,,,,,,,,,,,,,,
297,1962-30,variable,,maize-soybean/continuous maize,,,,,,,,,,,,,,,,,,,,,,
298,1970-42,variable,,continuous maize,,,,,,,,,,,,,,,,,,,,,,
299,2008-4,variable,,continuous maize,,,,,,,,,,,,,,,,,,,,,,
300,2011-2,variable,,maize/soybean,,,,,,,,,,,,,,,,,,,,,,
301,2000-7,variable,,maize-soybean/continuous maize/maize-soybean-wheat,,,,,,,,,,,,,,,,,,,,,,
302,2010-3,variable,,continuous maize,,,,,,,,,,,,,,,,,,,,,,
303,2008-4,variable,,continuous maize,,,,,,,,,,,,,,,,,,,,,,
304,2003-11,variable,,continuous maize/maize-soybean/2-yr maize-soybean ,,,,,,,,,,,,,,,,,,,,,,
305,2008-3,variable,,continuous maize,,,,,,,,,,,,,,,,,,,,,,
306,2005-8,variable,,continuous maize,,,,,,,,,,,,,,,,,,,,,,
307,2005-8,variable,,continuous maize,,,,,,,,,,,,,,,,,,,,,,
308,2008-3,variable,,continuous maize,,,,,,,,,,,,,,,,,,,,,,
309,1986-28,variable,,continuous maize/maize-soybean rotation,,,,,,,,,,,,,,,,,,,,,,
310,2011-3,variable,,maize-soybean,,,,,,,,,,,,,,,,,,,,,,
311,1989-5,variable,,maize-soybean,,,,,,,,,,,,,,,,,,,,,,
312,1981-34,variable,,soybean-grain sorghum (1981-2004) switched to maize-soybean (2005-2014),,,,,,,,,,,,,,,,,,,,,,
313,1987-26,variable,,maize-soybean/continuous soybean/soybean after 5 yr maize,,,,,,,,,,,,,,,,,,,,,,
314,1994-18,variable,,continuous maize,,,,,,,,,,,,,,,,,,,,,,
315,2011-3,variable,,maize-soybean/soybean-maize/continuous maize/continuous soybean,,,,,,,,,,,,,,,,,,,,,,
316,1962-50,variable,,continuous maize,,,,,,,,,,,,,,,,,,,,,,
317,2003-11,variable,,maize-soybean/maize-maize-soybean/continuous maize,,,,,,,,,,,,,,,,,,,,,,
318,2009-1,variable,,soybean,,,,,,,,,,,,,,,,,,,,,,
319,2014-2,variable,,continuous soybean,,,,,,,,,,,,,,,,,,,,,,
320,2000-11,variable,,maize-soybean,,,,,,,,,,,,,,,,,,,,,,
321,2011-4,variable,,sweet maize,,,,,,,,,,,,,,,,,,,,,,
322,1987-28,variable,,maize-soybean/continuous soybean/soybean after 2-5 yr maize/continuous maize/maize after 2-5 yr soybean,,,,,,,,,,,,,,,,,,,,,,
323,2002-14,variable,,continuous maize,,,,,,,,,,,,,,,,,,,,,,
324,1991-23,variable,,maize-soybean,,,,,,,,,,,,,,,,,,,,,,
325,1980-35,variable,,continuous maize,,,,,,,,,,,,,,,,,,,,,,
326,1985-11,variable,,maize/soybean,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
